LEA_NAME,LEAID,STATENAME,query_url
Pratt,2010890,KANSAS,https://go.boarddocs.com/ny/barker/Board.nsf/Public
Addison Central Unified Union School District #55,5000402,VERMONT,https://go.boarddocs.com/ny/lyonscsd/Board.nsf/Public
Suttons Bay Public Schools,2633360,MICHIGAN,https://go.boarddocs.com/mi/sutt/Board.nsf/Public
Kaskaskia Spec Educ District,1700074,ILLINOIS,https://go.boarddocs.com/il/thsd211/Board.nsf/Public
DIETRICH DISTRICT,1600900,IDAHO,https://go.boarddocs.com/pa/npenn/Board.nsf/Public
TRUMAN PUBLIC SCHOOL DISTRICT,2740680,MINNESOTA,https://go.boarddocs.com/mo/fr7sd/Board.nsf/Public
Bloomfield Elem,3004200,MONTANA,https://go.boarddocs.com/in/blm/Board.nsf/Public
RICHLAND SPRINGS ISD,4837080,TEXAS,https://go.boarddocs.com/wi/richsd/Board.nsf/Public
Mount Airy City Schools,3703210,NORTH CAROLINA,https://go.boarddocs.com/nc/ucps/Board.nsf/Public
Dwight Common SD 232,1712840,ILLINOIS,https://go.boarddocs.com/mo/hickmanmills/Board.nsf/Public
ITASCA ISD,4824480,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Grand Isle Supervisory Union,5099924,VERMONT,https://go.boarddocs.com/oh/wcscc/Board.nsf/Public
Chester School District,900780,CONNECTICUT,https://go.boarddocs.com/ny/chesterufsd/Board.nsf/Public
Adel SD 21,4100990,OREGON,https://go.boarddocs.com/la/ebrp/Board.nsf/Public
School Lane CS,4200030,PENNSYLVANIA,https://go.boarddocs.com/vsba/loudoun/Board.nsf/Public
BLAIR OAKS R-II,2909930,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/Public
Maplewood Local,3905021,OHIO,https://go.boarddocs.com/oh/mplwd/Board.nsf/Public
Union Academy Charter School,3700112,NORTH CAROLINA,https://go.boarddocs.com/ca/sccoe/Board.nsf/Public
Saucon Valley SD,4211730,PENNSYLVANIA,https://go.boarddocs.com/pa/sauc/Board.nsf/Public
Eaton Rapids Public Schools,2612690,MICHIGAN,https://go.boarddocs.com/mi/eatonr/Board.nsf/Public
Wheelersburg Local,3904966,OHIO,https://go.boarddocs.com/oh/wheelersburg/Board.nsf/Public
IMAGINE ME LEADERSHIP CHARTER SCHOOL,3601031,NEW YORK,https://go.boarddocs.com/ca/imagineca/Board.nsf/Public
Pueblo County School District 70,806150,COLORADO,https://go.boarddocs.com/co/psd70/Board.nsf/Public
Project Return/Fluvanna Co,5100077,VIRGINIA,https://go.boarddocs.com/vsba/fluco/Board.nsf/Public
White Shield School,5900117,BUREAU OF INDIAN EDUCATION,https://go.boarddocs.com/ut/tooelesd/Board.nsf/Public
RSU 89,2314838,MAINE,https://go.boarddocs.com/nj/pps/Board.nsf/Public
NORTH TONAWANDA CITY SCHOOL DISTRICT,3621240,NEW YORK,https://go.boarddocs.com/ny/ntcsd/Board.nsf/Public
Utah Virtual Academy,4900130,UTAH,https://go.boarddocs.com/ut/sssd/Board.nsf/Public
Shepherd Public Schools,2631380,MICHIGAN,https://go.boarddocs.com/mi/shep/Board.nsf/Public
BEATRICE MAYES INSTITUTE CHARTER SCHOOL,4800190,TEXAS,https://go.boarddocs.com/tx/fisd/Board.nsf/Public
HARBORFIELDS CENTRAL SCHOOL DISTRICT,3613620,NEW YORK,https://go.boarddocs.com/ny/harborfields/Board.nsf/Public
Warner Unified,600042,CALIFORNIA,https://go.boarddocs.com/nv/ccsdlv/Board.nsf/Public
DURANT,4010350,OKLAHOMA,https://go.boarddocs.com/ny/sari/Board.nsf/Public
Synergy Sch of the Arts and Tech Lancaster & Palmdale DIST,691147,CALIFORNIA,https://go.boarddocs.com/ca/avuhsd/Board.nsf/Public
MARSING JOINT DISTRICT,1601980,IDAHO,https://go.boarddocs.com/id/nsd131/Board.nsf/Public
Lower Brule Day School,5900085,BUREAU OF INDIAN EDUCATION,https://go.boarddocs.com/mabe/hcpssmd/Board.nsf/Public
YUTAN PUBLIC SCHOOLS,3179080,NEBRASKA,https://go.boarddocs.com/nv/washoe/Board.nsf/Public
SWEETWATER,4029310,OKLAHOMA,https://go.boarddocs.com/wy/sweetwater1/Board.nsf/Public
Decatur County Community Schools,1802610,INDIANA,https://go.boarddocs.com/in/dccs/Board.nsf/Public
Westlake City,3904506,OHIO,https://go.boarddocs.com/oh/westlake/Board.nsf/Public
Madison-Grant United School Corp,1806240,INDIANA,https://go.boarddocs.com/in/mgusc/Board.nsf/Public
CAMERON R-I,2907020,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/Public
Blair-Taylor School District,5500016,WISCONSIN,https://go.boarddocs.com/wi/bts/Board.nsf/Public
BILLINGS R-IV,2905070,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/Public
ACCELERATED INTERMEDIATE ACADEMY,4800192,TEXAS,https://go.boarddocs.com/mi/quin/Board.nsf/Public
Coopersville Area Public School District,2610830,MICHIGAN,https://go.boarddocs.com/mi/coop/Board.nsf/Public
RSU 02,2314776,MAINE,https://go.boarddocs.com/ga/sccs/Board.nsf/Public
South Lake Schools,2632220,MICHIGAN,https://go.boarddocs.com/mi/solake/Board.nsf/Public
CALVIN NELMS CHARTER SCHOOLS,4800124,TEXAS,https://go.boarddocs.com/tx/kisd/Board.nsf/Public
Public Schools of Robeson County,3703930,NORTH CAROLINA,https://go.boarddocs.com/nc/nhcs/Board.nsf/Public
Union SD,4224120,PENNSYLVANIA,https://go.boarddocs.com/ca/unionsd/Board.nsf/Public
Mohawk Local,3905074,OHIO,https://go.boarddocs.com/oh/moh/Board.nsf/Public
Bangor-Region 4,2312370,MAINE,https://go.boarddocs.com/pa/bang/Board.nsf/Public
GRAFTON 18,3800406,NORTH DAKOTA,https://go.boarddocs.com/vsba/ycsd/Board.nsf/Public
PAULS VALLEY,4023550,OKLAHOMA,https://go.boarddocs.com/ca/nvccd/Board.nsf/Public
Citizens Leadership Academy East,3901594,OHIO,https://go.boarddocs.com/oh/cmsd/Board.nsf/Public
Klamath County SD,4107020,OREGON,https://go.boarddocs.com/or/cokf/Board.nsf/Public
Pacific Community Charter District,601467,CALIFORNIA,https://go.boarddocs.com/ca/rjuhsd/Board.nsf/Public
REG 11 EDUCATION SERVICE CENTER,4800162,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Verona Area School District,5515330,WISCONSIN,https://go.boarddocs.com/wi/vasd/Board.nsf/Public
Trumbull County ESC,3905008,OHIO,https://go.boarddocs.com/oh/truesc/Board.nsf/Public
Link Community Charter School,3400773,NEW JERSEY,https://go.boarddocs.com/co/cde/Board.nsf/Public
Galax City Public Schools,5101560,VIRGINIA,https://go.boarddocs.com/va/galax/Board.nsf/Public
Sprague School District,5308280,WASHINGTON,https://go.boarddocs.com/id/pcsd25/Board.nsf/Public
Neah-Kah-Nie SD 56,4108650,OREGON,https://go.boarddocs.com/ca/sfusd/Board.nsf/Public
Addison Community Schools,2601920,MICHIGAN,https://go.boarddocs.com/mi/addis/Board.nsf/Public
West Allegheny SD,4225200,PENNSYLVANIA,https://go.boarddocs.com/pa/westall/Board.nsf/Public
Gazelle Union Elementary,614970,CALIFORNIA,https://go.boarddocs.com/ca/pausd/Board.nsf/Public
KIPP Summit Academy District,602457,CALIFORNIA,https://go.boarddocs.com/ca/redwood/Board.nsf/Public
AEA 13 Green Hills AEA,1999013,IOWA,https://go.boarddocs.com/ia/iccsd/Board.nsf/Public
Williamson County,4704530,TENNESSEE,https://go.boarddocs.com/tx/rrisd/Board.nsf/Public
Carter G. Woodson Public Charter District,602383,CALIFORNIA,https://go.boarddocs.com/mabe/bcpss/Board.nsf/Public
Freeman School District 33-1,4625500,SOUTH DAKOTA,https://go.boarddocs.com/pa/pali/Board.nsf/Public
Alvord Unified,602430,CALIFORNIA,https://go.boarddocs.com/ca/rcoe/Board.nsf/Public
Westmorland Union Elementary,642180,CALIFORNIA,https://go.boarddocs.com/ca/smcsd/Board.nsf/Public
Steilacoom Hist. School District,5308460,WASHINGTON,https://go.boarddocs.com/wa/bethel/Board.nsf/Public
Newman-Crows Landing Unified,627200,CALIFORNIA,https://go.boarddocs.com/ca/pausd/Board.nsf/Public
COOLIDGE ISD,4815120,TEXAS,https://go.boarddocs.com/ok/okcps/Board.nsf/Public
CCSD 180,1730510,ILLINOIS,https://go.boarddocs.com/il/hccsdil/Board.nsf/Public
Tipton Community School Corp,1811400,INDIANA,https://go.boarddocs.com/oh/wcscc/Board.nsf/Public
Tehama County Department of Education,691043,CALIFORNIA,https://go.boarddocs.com/ca/peralta/Board.nsf/Public
MOUNDS,4020550,OKLAHOMA,https://go.boarddocs.com/OH/CMSD/Board.nsf/Public
ACADEMIE LAFAYETTE,2900017,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/Public
NORWICH CITY SCHOOL DISTRICT,3621330,NEW YORK,https://go.boarddocs.com/ny/norwichcsd/Board.nsf/Public
Crescent View South II District,602395,CALIFORNIA,https://go.boarddocs.com/ut/canyons/Board.nsf/Public
Bristol Local,3905011,OHIO,https://go.boarddocs.com/oh/bristol/Board.nsf/Public
Winlock School District,5309930,WASHINGTON,https://go.boarddocs.com/wa/winlock/Board.nsf/Public
North Central Academy,3901420,OHIO,https://go.boarddocs.com/in/indps/Board.nsf/Public
Boulder Elem,3004380,MONTANA,https://go.boarddocs.com/co/bvsd/Board.nsf/Public
Anderson 01,4500780,SOUTH CAROLINA,https://go.boarddocs.com/ut/terra/Board.nsf/Public
HAMBURG CENTRAL SCHOOL DISTRICT,3613350,NEW YORK,https://go.boarddocs.com/ny/hamburg/Board.nsf/Public
HARRAH,4013890,OKLAHOMA,https://go.boarddocs.com/wa/masd209/Board.nsf/Public
High Tech Middle Mesa District,602232,CALIFORNIA,https://go.boarddocs.com/ca/sandi/Board.nsf/Public
Animo Leadership High District,602052,CALIFORNIA,https://go.boarddocs.com/ca/mbusd/Board.nsf/Public
Walnut Creek Elementary,641250,CALIFORNIA,https://go.boarddocs.com/tx/austinisd/Board.nsf/Public
Sage Oak Charter District,601629,CALIFORNIA,https://go.boarddocs.com/ca/chaffey/Board.nsf/Public
Two Rivers Community School,3700138,NORTH CAROLINA,https://go.boarddocs.com/co/csi/Board.nsf/Public
IVY HILL PREPARATORY CHARTER SCHOOL,3601209,NEW YORK,https://go.boarddocs.com/fla/vcsfl/Board.nsf/Public
Clinton Township School District,3403360,NEW JERSEY,https://go.boarddocs.com/ny/mecsd/Board.nsf/Public
Bethany School District,900240,CONNECTICUT,https://go.boarddocs.com/vsba/arlington/Board.nsf/Public
DeSoto Parish,2200510,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/Public
Goffstown School District,3303240,NEW HAMPSHIRE,https://go.boarddocs.com/nh/sau21/Board.nsf/Public
QUITMAN SCHOOL DIST,2803780,MISSISSIPPI,https://go.boarddocs.com/ks/kckps/Board.nsf/Public
Windsor Southeast Supervisory Union,5099952,VERMONT,https://go.boarddocs.com/ny/hhufsd/Board.nsf/Public
Upper Scioto Valley Local,3904752,OHIO,https://go.boarddocs.com/oh/tsdoh/Board.nsf/Public
Portage Township Schools,1809150,INDIANA,https://go.boarddocs.com/in/portage/Board.nsf/Public
LEWISTON CONSOLIDATED SCHOOLS,3172780,NEBRASKA,https://go.boarddocs.com/id/lisd1/Board.nsf/Public
Guttenberg School District,3406240,NEW JERSEY,https://go.boarddocs.com/nj/bboe/Board.nsf/Public
Monument SD 8,4108460,OREGON,https://go.boarddocs.com/co/lewispalmer/Board.nsf/Public
Camino Nuevo High #2 District,602000,CALIFORNIA,https://go.boarddocs.com/az/musd20/Board.nsf/Public
Edmonson County,2101620,KENTUCKY,https://go.boarddocs.com/il/besd53/Board.nsf/Public
DESOTO,1200420,FLORIDA,https://go.boarddocs.com/fl/desoto/Board.nsf/Public
PUC Lakeview Charter High District,601785,CALIFORNIA,https://go.boarddocs.com/ca/rcoe/Board.nsf/Public
METRO TECH,4000079,OKLAHOMA,https://go.boarddocs.com/ar/nlrsd/Board.nsf/Public
Bear River Charter School,4900146,UTAH,https://go.boarddocs.com/co/cde/Board.nsf/Public
DRUMRIGHT,4010200,OKLAHOMA,https://go.boarddocs.com/ca/ccccd/Board.nsf/Public
Grand Ledge Public Schools,2616410,MICHIGAN,https://go.boarddocs.com/ca/sfusd/Board.nsf/Public
Norfolk City Public Schools,5102670,VIRGINIA,https://go.boarddocs.com/vsba/nps/Board.nsf/Public
Evergreen Elem,3010920,MONTANA,https://go.boarddocs.com/wa/bethel/Board.nsf/Public
NORMAN COUNTY EAST SCHOOL DISTRICT,2700101,MINNESOTA,https://go.boarddocs.com/mabe/mcpsmd/Board.nsf/Public
POST FALLS DISTRICT,1602670,IDAHO,https://go.boarddocs.com/id/d91/Board.nsf/Public
Winneconne Community School District,5516830,WISCONSIN,https://go.boarddocs.com/wi/wincsd/Board.nsf/Public
Rosemont ESD 78,1734770,ILLINOIS,https://go.boarddocs.com/mabe/mcpsmd/Board.nsf/Public
Montague Township School District,3410530,NEW JERSEY,https://go.boarddocs.com/nj/mtsdnj/Board.nsf/Public
Lebanon Township School District,3408460,NEW JERSEY,https://go.boarddocs.com/pa/leba/Board.nsf/Public
Antonia Pantoja Community CS,4200813,PENNSYLVANIA,https://go.boarddocs.com/il/ctpf/Board.nsf/Public
Valley View Elem,3027150,MONTANA,https://go.boarddocs.com/ca/rusd/Board.nsf/Public
Forbes Road SD,4209870,PENNSYLVANIA,https://go.boarddocs.com/pa/wlkn/Board.nsf/Public
Erie City SD,4209300,PENNSYLVANIA,https://go.boarddocs.com/pa/eriesd/Board.nsf/Public
Durham Charter School,3700023,NORTH CAROLINA,https://go.boarddocs.com/nc/dpsnc/Board.nsf/Public
Racine Charter One Inc,5500045,WISCONSIN,https://go.boarddocs.com/wi/stoughton/Board.nsf/Public
Pocahontas Area Comm School District,1923190,IOWA,https://go.boarddocs.com/pa/down/Board.nsf/Public
Linden Unified,621810,CALIFORNIA,https://go.boarddocs.com/az/slusd10/Board.nsf/Public
Stillwater Area Public Schools,2738190,MINNESOTA,https://go.boarddocs.com/ny/stillwater/Board.nsf/Public
Citizens of the World Charter Schools - Cincinnati,3901635,OHIO,https://go.boarddocs.com/mo/nsc/Board.nsf/Public
Pathfinder Career Academy of Ohio,3910052,OHIO,https://go.boarddocs.com/co/cde/Board.nsf/Public
South  Bergen Jointure Commission School District,3400007,NEW JERSEY,https://go.boarddocs.com/nj/bergenfield/Board.nsf/Public
Spring Lake Public Schools,2632550,MICHIGAN,https://go.boarddocs.com/mi/slps/Board.nsf/Public
WACO ISD,4844280,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Greater Ohio Virtual School,3900488,OHIO,https://go.boarddocs.com/oh/lakota/Board.nsf/Public
Florence 05,4502250,SOUTH CAROLINA,https://go.boarddocs.com/nj/florence/Board.nsf/Public
DENISON ISD,4816710,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Orland Joint Unified,600045,CALIFORNIA,https://go.boarddocs.com/ca/ousd/Board.nsf/Public
Basin Elem,3002820,MONTANA,https://go.boarddocs.com/il/sd161/Board.nsf/Public
New Buffalo Area Schools,2625140,MICHIGAN,https://go.boarddocs.com/mi/nbuffalo/Board.nsf/Public
ARGYLE CENTRAL SCHOOL DISTRICT,3603210,NEW YORK,https://go.boarddocs.com/ny/lgcsd/Board.nsf/Public
Parsons,2010560,KANSAS,https://go.boarddocs.com/mabe/wcboe/Board.nsf/Public
SOAR Charter Academy District,601481,CALIFORNIA,https://go.boarddocs.com/ca/sbcusd/Board.nsf/Public
West Cape May School District,3417400,NEW JERSEY,https://go.boarddocs.com/nj/nplainfield/Board.nsf/Public
Berkley,2502520,MASSACHUSETTS,https://go.boarddocs.com/mi/bsdmi/Board.nsf/Public
Patoka CUSD 100,1730870,ILLINOIS,https://go.boarddocs.com/il/champil/Board.nsf/Public
PRAGUE,4024930,OKLAHOMA,https://go.boarddocs.com/mn/npas/Board.nsf/Public
CHSD 218,1706540,ILLINOIS,https://go.boarddocs.com/pa/camp/Board.nsf/Public
San Ardo Union Elementary,634080,CALIFORNIA,https://go.boarddocs.com/ca/pausd/Board.nsf/Public
WALLER ISD,4844430,TEXAS,https://go.boarddocs.com/mo/ladue/Board.nsf/Public
TEACH Tech Charter High District,602470,CALIFORNIA,https://go.boarddocs.com/ut/uen/Board.nsf/Public
Mulberry Elementary,626430,CALIFORNIA,https://go.boarddocs.com/ca/unionsd/Board.nsf/Public
Schley County,1304470,GEORGIA,https://go.boarddocs.com/vsba/chesterfield/Board.nsf/Public
BLACKWELL,4004630,OKLAHOMA,https://go.boarddocs.com/il/ctpf/Board.nsf/Public
ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,3600149,NEW YORK,https://go.boarddocs.com/la/ebrp/Board.nsf/Public
Union Local,3904601,OHIO,https://go.boarddocs.com/oh/ohulsd/Board.nsf/Public
Memphis Street Academy CS @ JP Jones,4200870,PENNSYLVANIA,https://go.boarddocs.com/vsba/loudoun/Board.nsf/Public
RANDOLPH COUNTY SCHOOLS,5401260,WEST VIRGINIA,https://go.boarddocs.com/wv/rand/Board.nsf/Public
CHIRENO ISD,4813980,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Environmental Charter Middle - Inglewood District,601540,CALIFORNIA,https://go.boarddocs.com/ca/ecccd/Board.nsf/Public
WODEN ISD,4846320,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Region 06 West Cook ISC 2,1700221,ILLINOIS,https://go.boarddocs.com/ca/taft/Board.nsf/Public
Big Horn County School District #4,5601090,WYOMING,https://go.boarddocs.com/wy/teton1/Board.nsf/Public
OZARKS UNLITD. RESOURCE COOP,500005,ARKANSAS,https://go.boarddocs.com/ca/lbusd/Board.nsf/Public
Riverside Township School District,3414010,NEW JERSEY,https://go.boarddocs.com/oh/rlsd/Board.nsf/Public
Walla Walla Public Schools,5309450,WASHINGTON,https://go.boarddocs.com/wa/cocp/Board.nsf/Public
Ingenium Charter District,602023,CALIFORNIA,https://go.boarddocs.com/ca/sccoe/Board.nsf/Public
Windber Area SD,4226610,PENNSYLVANIA,https://go.boarddocs.com/pa/wind/Board.nsf/Public
GORDON COOPER TECHNOLOGY CTR,4000088,OKLAHOMA,https://go.boarddocs.com/ok/plib/Board.nsf/Public
Grafton School District,5505610,WISCONSIN,https://go.boarddocs.com/wi/grafton/Board.nsf/Public
Heart Butte K-12 Schools,3000099,MONTANA,https://go.boarddocs.com/co/d11/Board.nsf/Public
CSI Charter School,3300041,NEW HAMPSHIRE,https://go.boarddocs.com/co/csi/Board.nsf/Public
Franklin Local,3904884,OHIO,https://go.boarddocs.com/oh/strasoh/Board.nsf/Public
EDUCATIONAL SERVICE UNIT 13,3180130,NEBRASKA,https://go.boarddocs.com/pa/21cccs/Board.nsf/Public
TORNILLO ISD,4842990,TEXAS,https://go.boarddocs.com/tx/rrisd/Board.nsf/Public
SMYER ISD,4840590,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
NEW YORK FRENCH-AMERICAN CHARTER SCHOOL,3601023,NEW YORK,https://go.boarddocs.com/ny/scarsdale/Board.nsf/Public
Los Angeles Academy of Arts and Enterprise District,601534,CALIFORNIA,https://go.boarddocs.com/ca/pomona/Board.nsf/Public
Southern Ohio ESC,3904637,OHIO,https://go.boarddocs.com/oh/southernohioesc/Board.nsf/Public
Warren Consolidated Schools,2635190,MICHIGAN,https://go.boarddocs.com/mi/warcon/Board.nsf/Public
WILLIAMSON CENTRAL SCHOOL DISTRICT,3631440,NEW YORK,https://go.boarddocs.com/ny/wilcsd/Board.nsf/Public
Constellation Schools: Eastside Arts Academy,3901432,OHIO,https://go.boarddocs.com/co/cde/Board.nsf/Public
Design Tech High District,602324,CALIFORNIA,https://go.boarddocs.com/ca/seq/Board.nsf/Public
Jewell SD 8,4106750,OREGON,https://go.boarddocs.com/oh/cmsd/Board.nsf/Public
Bridge Elementary School,4900202,UTAH,https://go.boarddocs.com/mabe/hcpssmd/Board.nsf/Public
Napoleon Community Schools,2624960,MICHIGAN,https://go.boarddocs.com/mi/bsdmi/Board.nsf/Public
KENESAW PUBLIC SCHOOLS,3172420,NEBRASKA,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Thompsonville CUSD 174,1701382,ILLINOIS,https://go.boarddocs.com/il/oths/Board.nsf/Public
Cooper Public Schools,2304440,MAINE,https://go.boarddocs.com/vsba/fccpsva/Board.nsf/Public
West Carroll CUSD 314,1700310,ILLINOIS,https://go.boarddocs.com/il/district100/Board.nsf/Public
Ashtabula County ESC,3904584,OHIO,https://go.boarddocs.com/oh/acesc/Board.nsf/Public
America's Finest Charter District,601468,CALIFORNIA,https://go.boarddocs.com/ca/sandi/Board.nsf/Public
Valmeyer CUSD 3,1740080,ILLINOIS,https://go.boarddocs.com/il/champil/Board.nsf/Public
Dove Virtual Academy (CHARTER),4000806,OKLAHOMA,https://go.boarddocs.com/ga/fcss/Board.nsf/Public
Vienna HSD 133,1740290,ILLINOIS,https://go.boarddocs.com/mabe/mcpsmd/Board.nsf/Public
Universal Academy,2600237,MICHIGAN,https://go.boarddocs.com/mi/universalpsa/Board.nsf/Public
Beachwood City,3904355,OHIO,https://go.boarddocs.com/oh/bcsoh/Board.nsf/Public
Winthrop Harbor SD 1,1742900,ILLINOIS,https://go.boarddocs.com/il/dg58/Board.nsf/Public
Cumberland Valley SD,4207110,PENNSYLVANIA,https://go.boarddocs.com/pa/cmdvsd/Board.nsf/Public
Carteret County Public Schools,3700630,NORTH CAROLINA,https://go.boarddocs.com/nc/cart/Board.nsf/Public
Menominee ISD,2680790,MICHIGAN,https://go.boarddocs.com/wi/sdma/Board.nsf/Public
Ryegate K-12 Schools,3023340,MONTANA,https://go.boarddocs.com/mt/target/Board.nsf/Public
CASS COUNTY CAREER & TECHNICAL EDUCATION CENTER,3800402,NORTH DAKOTA,https://go.boarddocs.com/mo/lsr7sd/Board.nsf/Public
LONG BEACH CITY SCHOOL DISTRICT,3617730,NEW YORK,https://go.boarddocs.com/ca/lbusd/Board.nsf/Public
SOUTH CALLAWAY CO. R-II,2928430,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/Public
Petaluma City Elementary/Joint Union High,601328,CALIFORNIA,https://go.boarddocs.com/ca/santarosa/Board.nsf/Public
Sparta Area Schools,2632370,MICHIGAN,https://go.boarddocs.com/MI/Sparta/Board.nsf/Public
CONNALLY ISD,4814970,TEXAS,https://go.boarddocs.com/tx/rrisd/Board.nsf/Public
Roosevelt Elementary District (4279),407080,ARIZONA,https://go.boarddocs.com/az/pesd1/Board.nsf/Public
Harding County School District 31-1,4609300,SOUTH DAKOTA,https://go.boarddocs.com/co/wcsd6/Board.nsf/Public
IRVINGTON UNION FREE SCHOOL DISTRICT,3615450,NEW YORK,https://go.boarddocs.com/ny/iufsd/Board.nsf/Public
North Cape School District,5512510,WISCONSIN,https://go.boarddocs.com/nj/nplainfield/Board.nsf/Public
Bloom-Vernon Local,3904959,OHIO,https://go.boarddocs.com/oh/wave/Board.nsf/Public
Chickasaw City,100188,ALABAMA,https://go.boarddocs.com/ok/okcps/Board.nsf/Public
Caniff Liberty Academy,2601016,MICHIGAN,https://go.boarddocs.com/mi/caniff/Board.nsf/Public
Amherst,2501890,MASSACHUSETTS,https://go.boarddocs.com/vsba/apsva/Board.nsf/Public
Terra Bella Union Elementary,639060,CALIFORNIA,https://go.boarddocs.com/ca/kccd/Board.nsf/Public
West Lyon Comm School District,1931020,IOWA,https://go.boarddocs.com/ia/central/Board.nsf/Public
South Central CUD 401,1700114,ILLINOIS,https://go.boarddocs.com/il/oths/Board.nsf/Public
Albert Einstein Academy for Letters Arts and Sciences-Ohio,3901539,OHIO,https://go.boarddocs.com/co/cde/Board.nsf/Public
Lyons SD 103,1723850,ILLINOIS,https://go.boarddocs.com/ca/nusd/Board.nsf/Public
Big Sky Special Needs Coop,3000060,MONTANA,https://go.boarddocs.com/mt/whitefish/Board.nsf/Public
Sonoita Elementary District (4461),407920,ARIZONA,https://go.boarddocs.com/az/azsfb/Board.nsf/Public
Chester CUSD 139,1709810,ILLINOIS,https://go.boarddocs.com/il/oths/Board.nsf/Public
Lewiston Elementary,621480,CALIFORNIA,https://go.boarddocs.com/id/pcsd25/Board.nsf/Public
ROGERS SCHOOL DISTRICT,511970,ARKANSAS,https://go.boarddocs.com/ar/rpsd30/Board.nsf/Public
Twin Cedars Comm School District,1928170,IOWA,https://go.boarddocs.com/wa/concrete/Board.nsf/Public
Fallon,3000026,MONTANA,https://go.boarddocs.com/il/ofallon/Board.nsf/Public
Caney Valley,2004410,KANSAS,https://go.boarddocs.com/ks/usd436/Board.nsf/Public
York 02,4503840,SOUTH CAROLINA,https://go.boarddocs.com/sc/beau/Board.nsf/Public
MOUNTAIN VIEW SCHOOL DISTRICT,1600139,IDAHO,https://go.boarddocs.com/ca/mtview/Board.nsf/Public
NORTH SIDE COMMUNITY SCHOOL,2900589,MISSOURI,https://go.boarddocs.com/wi/mmsd/Board.nsf/Public
Camas Valley SD 21J,4102610,OREGON,https://go.boarddocs.com/wa/camas/Board.nsf/Public
ADA,4002430,OKLAHOMA,https://go.boarddocs.com/mabe/bcpss/Board.nsf/Public
LEAD HILL SCHOOL DISTRICT,503420,ARKANSAS,https://go.boarddocs.com/ks/usd230/Board.nsf/Public
Shrewsbury Borough School District,3414970,NEW JERSEY,https://go.boarddocs.com/pa/sycsd/Board.nsf/Public
Sterling School District,904350,CONNECTICUT,https://go.boarddocs.com/nj/sterling/Board.nsf/Public
Glendale SD,4210830,PENNSYLVANIA,https://go.boarddocs.com/il/msd15/Board.nsf/Public
Fentress County,4701230,TENNESSEE,https://go.boarddocs.com/tn/bristoltn/Board.nsf/Public
Star International Academy,2600228,MICHIGAN,https://go.boarddocs.com/co/cde/Board.nsf/Public
Atlanta Public Schools,1300120,GEORGIA,https://go.boarddocs.com/ga/fcss/Board.nsf/Public
NEW YORK CITY GEOGRAPHIC DISTRICT # 9,3600086,NEW YORK,https://go.boarddocs.com/ny/cecsd/Board.nsf/Public
Propel CS-McKeesport,4200134,PENNSYLVANIA,https://go.boarddocs.com/pa/phsd/Board.nsf/Public
Hudson City,3905002,OHIO,https://go.boarddocs.com/ny/hudsoncsd/Board.nsf/Public
SOUTHERN OKLA. TECHNOLOGY CTR,4000053,OKLAHOMA,https://go.boarddocs.com/ok/okcps/Board.nsf/Public
ESTANCIA,3500930,NEW MEXICO,https://go.boarddocs.com/il/ctpf/Board.nsf/Public
Hueneme Elementary,617850,CALIFORNIA,https://go.boarddocs.com/ca/conejo/Board.nsf/Public
Troy Elem,3026550,MONTANA,https://go.boarddocs.com/pa/troy/Board.nsf/Public
Freehold Regional High School District,3405610,NEW JERSEY,https://go.boarddocs.com/nj/frhsd/Board.nsf/Public
Brookville Area SD,4204320,PENNSYLVANIA,https://go.boarddocs.com/pa/basd/Board.nsf/Public
ADDISON CENTRAL SCHOOL DISTRICT,3602370,NEW YORK,https://go.boarddocs.com/ny/addison/Board.nsf/Public
The Barack Obama Green Charter High School District,3400740,NEW JERSEY,https://go.boarddocs.com/nj/nplainfield/Board.nsf/Public
Franklin CUSD 1,1715750,ILLINOIS,https://go.boarddocs.com/il/isbe/Board.nsf/Public
Birmingham City,100390,ALABAMA,https://go.boarddocs.com/mi/birming/Board.nsf/Public
Emmetsburg Comm School District,1910950,IOWA,https://go.boarddocs.com/ia/bfcsd/Board.nsf/Public
Colchester Supervisory District,5099907,VERMONT,https://go.boarddocs.com/fl/hendry/Board.nsf/Public
New Underwood School District 51-3,4650670,SOUTH DAKOTA,https://go.boarddocs.com/vsba/scpsva/Board.nsf/Public
