LEA_NAME,LEAID,STATENAME,query_url
FALCON RIDGE PUBLIC CHARTER SCHOOL INC.,1600008,IDAHO,https://go.boarddocs.com/co/cde/Board.nsf/Public
Arbor Park SD 145,1703930,ILLINOIS,https://go.boarddocs.com/il/coe/Board.nsf/Public
Wauseon Exempted Village,3904564,OHIO,https://go.boarddocs.com/oh/wau/Board.nsf/Public
CANASERAGA CENTRAL SCHOOL DISTRICT,3606360,NEW YORK,https://go.boarddocs.com/ny/hornell/Board.nsf/Public
Contra Costa County ROP,600092,CALIFORNIA,https://go.boarddocs.com/ca/cccoe/Board.nsf/Public
Nobleboro Public Schools,2308940,MAINE,https://go.boarddocs.com/me/brunswicksd/Board.nsf/Public
Switzerland of Ohio Local,3904865,OHIO,https://go.boarddocs.com/oh/swissohio/Board.nsf/Public
Bellevue City,3904359,OHIO,https://go.boarddocs.com/oh/bellevue/Board.nsf/Public
Scioto County Joint Vocational School,3905149,OHIO,https://go.boarddocs.com/oh/sciototech/Board.nsf/Public
Bartlett School District,3301680,NEW HAMPSHIRE,https://go.boarddocs.com/il/u46/Board.nsf/Public
Spokane International Academy,5300337,WASHINGTON,https://go.boarddocs.com/wa/spokane/Board.nsf/Public
Fleetwood Area SD,4209780,PENNSYLVANIA,https://go.boarddocs.com/pa/flee/Board.nsf/Public
Glide SD 12,4105670,OREGON,https://go.boarddocs.com/wa/tahoma/Board.nsf/Public
Barton Co Coop. Program of Special Services,2000375,KANSAS,https://go.boarddocs.com/ca/ltcc/Board.nsf/Public
Pleasant Valley,630990,CALIFORNIA,https://go.boarddocs.com/pa/plea/Board.nsf/Public
Washington Court House City,3910011,OHIO,https://go.boarddocs.com/oh/wchcs/Board.nsf/Public
Ocosta School District,5306090,WASHINGTON,https://go.boarddocs.com/nv/washoe/Board.nsf/Public
East Dubuque USD 119,1713050,ILLINOIS,https://go.boarddocs.com/nv/washoe/Board.nsf/Public
Kinetic Academy District,602210,CALIFORNIA,https://go.boarddocs.com/il/newtrier/Board.nsf/Public
Fairfield City,3904610,OHIO,https://go.boarddocs.com/oh/fairfieldcity/Board.nsf/Public
Skagway School District,200690,ALASKA,https://go.boarddocs.com/ak/asdk12/Board.nsf/Public
RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),4800075,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Fair Lawn Public School District,3404980,NEW JERSEY,https://go.boarddocs.com/nj/flps/Board.nsf/Public
GFW Public Schools,2712580,MINNESOTA,https://go.boarddocs.com/nj/camden/Board.nsf/Public
Lancaster-Lebanon IU 13,4289230,PENNSYLVANIA,https://go.boarddocs.com/pa/iu13/Board.nsf/Public
Hazleton Area Career Center,4280570,PENNSYLVANIA,https://go.boarddocs.com/pa/elklake/Board.nsf/Public
RSU 84/MSAD 14,2310680,MAINE,https://go.boarddocs.com/me/sport/Board.nsf/Public
TEC Connections Academy Commonwealth Virtual School District,2500556,MASSACHUSETTS,https://go.boarddocs.com/mabe/mcpsmd/Board.nsf/Public
Monessen City SD,4215600,PENNSYLVANIA,https://go.boarddocs.com/pa/frrg/Board.nsf/Public
FUTURE LEADERS INSTITUTE CHARTER SCHOOL,3600139,NEW YORK,https://go.boarddocs.com/la/ebrp/Board.nsf/Public
Airline CSD,2302500,MAINE,https://go.boarddocs.com/ny/crboces/Board.nsf/Public
EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2714220,MINNESOTA,https://go.boarddocs.com/il/csd99/Board.nsf/Public
Lake Forest CHSD 115,1721780,ILLINOIS,https://go.boarddocs.com/il/hinsdale86/Board.nsf/Public
Montgomery County,1303750,GEORGIA,https://go.boarddocs.com/va/montva/Board.nsf/Public
LEETON R-X,2918360,MISSOURI,https://go.boarddocs.com/mo/leeton/Board.nsf/Public
Trico CUSD 176,1708250,ILLINOIS,https://go.boarddocs.com/il/oths/Board.nsf/Public
GLOVERSVILLE CITY SCHOOL DISTRICT,3612270,NEW YORK,https://go.boarddocs.com/ny/gesd/Board.nsf/Public
Somerset School District,5000014,VERMONT,https://go.boarddocs.com/pa/some/Board.nsf/Public
Fenton CHSD 100,1715030,ILLINOIS,https://go.boarddocs.com/il/bpd/Board.nsf/Public
VOLUSIA,1201920,FLORIDA,https://go.boarddocs.com/fla/vcsfl/Board.nsf/Public
Lake Stevens School District,5304200,WASHINGTON,https://go.boarddocs.com/wa/edmonds/Board.nsf/Public
Valier Elem,3027060,MONTANA,https://go.boarddocs.com/mt/target/Board.nsf/Public
Southwest School Corporation,1810860,INDIANA,https://go.boarddocs.com/in/sssc/Board.nsf/Public
South Windsor School District,904170,CONNECTICUT,https://go.boarddocs.com/ct/nhps/Board.nsf/Public
Kenosha School District,5507320,WISCONSIN,https://go.boarddocs.com/wi/racine/Board.nsf/Public
PRIMARY HALL PREPARATORY CHARTER SCHOOL,3601226,NEW YORK,https://go.boarddocs.com/ga/fcss/Board.nsf/Public
Brick Township Public School District,3402220,NEW JERSEY,https://go.boarddocs.com/nj/nplainfield/Board.nsf/Public
Amistad Academy District,900024,CONNECTICUT,https://go.boarddocs.com/nj/camden/Board.nsf/Public
MADILL,4018700,OKLAHOMA,https://go.boarddocs.com/pa/wyalusing/Board.nsf/Public
Central Lyon Comm School District,1906960,IOWA,https://go.boarddocs.com/ia/central/Board.nsf/Public
Richmond County Schools,3703870,NORTH CAROLINA,https://go.boarddocs.com/nc/rcsnc/Board.nsf/Public
Davis County Comm School District,1908610,IOWA,https://go.boarddocs.com/sc/charleston/Board.nsf/Public
MEADOW HEIGHTS R-II,2923640,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/Public
New Harmony High Institute,2200304,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/Public
HANKINSON 8,3808710,NORTH DAKOTA,https://go.boarddocs.com/pa/psbr/Board.nsf/Public
Alta Vista Innovation High District,601625,CALIFORNIA,https://go.boarddocs.com/ca/vusd/Board.nsf/Public
WEST ISD,4845040,TEXAS,https://go.boarddocs.com/pa/midd/Board.nsf/Public
Columbus Comm School District,1907980,IOWA,https://go.boarddocs.com/oh/columbus/Board.nsf/Public
COLUMBIA-BRAZORIA ISD,4814670,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Aim Academy of Science & Technology,2700469,MINNESOTA,https://go.boarddocs.com/vsba/fairfax/Board.nsf/Public
Noor International Academy,2600995,MICHIGAN,https://go.boarddocs.com/mi/niapsa/Board.nsf/Public
Bradford Preparatory School,3700356,NORTH CAROLINA,https://go.boarddocs.com/fl/bradfordcsd/Board.nsf/Public
Alabaster City,100190,ALABAMA,https://go.boarddocs.com/wa/ppmpda/Board.nsf/Public
Olmsted Falls City,3904657,OHIO,https://go.boarddocs.com/oh/ofcs/Board.nsf/Public
B. Roberto Cruz Leadership Academy District,601474,CALIFORNIA,https://go.boarddocs.com/ca/esuhsd/Board.nsf/Public
South Adams Schools,1810260,INDIANA,https://go.boarddocs.com/in/southadams/Board.nsf/Public
Orland SD 135,1730220,ILLINOIS,https://go.boarddocs.com/il/osd135/Board.nsf/Public
Riverside Leadership Academy,3705080,NORTH CAROLINA,https://go.boarddocs.com/in/indps/Board.nsf/Public
Garfield Heights City Schools,3904404,OHIO,https://go.boarddocs.com/oh/garfieldheights/Board.nsf/Public
East Shore Leadership Academy,2601090,MICHIGAN,https://go.boarddocs.com/mi/eshoreleaders/Board.nsf/Public
Washington County Schools,3704800,NORTH CAROLINA,https://go.boarddocs.com/fl/wcsdschools/Board.nsf/Public
REG 12 EDUCATION SERVICE CENTER,4800146,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Cumberland County Board of Vocational Education,3403610,NEW JERSEY,https://go.boarddocs.com/vsba/ccpsva/Board.nsf/Public
Crystal Boarding School,5900098,BUREAU OF INDIAN EDUCATION,https://go.boarddocs.com/pa/casdpa/Board.nsf/Public
Ducor Union Elementary,611550,CALIFORNIA,https://go.boarddocs.com/ca/smcsd/Board.nsf/Public
Scott County School District 2,1810020,INDIANA,https://go.boarddocs.com/ut/tooelesd/Board.nsf/Public
Manheim Central SD,4214550,PENNSYLVANIA,https://go.boarddocs.com/pa/manc/Board.nsf/Public
Seeley Lake Elem,3023730,MONTANA,https://go.boarddocs.com/wa/lwsd/Board.nsf/Public
Aspen Valley Prep Academy District,601714,CALIFORNIA,https://go.boarddocs.com/co/cde/Board.nsf/Public
Williamsburg Comm School District,1931680,IOWA,https://go.boarddocs.com/oh/wburgloh/Board.nsf/Public
BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT,3604370,NEW YORK,https://go.boarddocs.com/ny/ircsd/Board.nsf/Public
Hackensack School District,3406270,NEW JERSEY,https://go.boarddocs.com/nj/bergencss/Board.nsf/Public
Bi-County Special Educ Coop,1700227,ILLINOIS,https://go.boarddocs.com/ny/nassaub/Board.nsf/Public
SER-NINOS CHARTER SCHOOL,4800018,TEXAS,https://go.boarddocs.com/fl/rcma/Board.nsf/Public
Franklin Monroe Local,3904664,OHIO,https://go.boarddocs.com/oh/franklinmonroe/Board.nsf/Public
Cooperative Ed Serv Agcy 06,5500027,WISCONSIN,https://go.boarddocs.com/wi/mmsd/Board.nsf/Public
South Milwaukee School District,5514040,WISCONSIN,https://go.boarddocs.com/wi/elmbrook/Board.nsf/Public
Herron Charter,1800058,INDIANA,https://go.boarddocs.com/in/indps/Board.nsf/Public
International Commerce Secondary Schools Inc. (4334),400107,ARIZONA,https://go.boarddocs.com/ca/cccd/Board.nsf/Public
OYSTERPONDS UNION FREE SCHOOL DISTRICT,3621930,NEW YORK,https://go.boarddocs.com/ny/sccsdny/Board.nsf/Public
Jefferson County,1303060,GEORGIA,https://go.boarddocs.com/wv/jeffwv/Board.nsf/Public
Cabinet Mountain Cooperative,3000074,MONTANA,https://go.boarddocs.com/mt/whitefish/Board.nsf/Public
OKALOOSA,1201380,FLORIDA,https://go.boarddocs.com/fl/okaloosa/Board.nsf/Public
Caddo Parish,2200300,LOUISIANA,https://go.boarddocs.com/la/caddo/Board.nsf/Public
Ball Chatham CUSD 5,1704920,ILLINOIS,https://go.boarddocs.com/il/cusd5/Board.nsf/Public
WEST ISLIP UNION FREE SCHOOL DISTRICT,3630690,NEW YORK,https://go.boarddocs.com/ny/aufsd/Board.nsf/Public
TRACY AREA PUBLIC SCHOOL DISTRICT,2700326,MINNESOTA,https://go.boarddocs.com/pa/down/Board.nsf/Public
McHenry CHSD 156,1725320,ILLINOIS,https://go.boarddocs.com/il/d15/Board.nsf/Public
Arriba-Flagler Consolidated School District No. 20,802260,COLORADO,https://go.boarddocs.com/co/d49/Board.nsf/Public
PORT ARTHUR ISD,4835400,TEXAS,https://go.boarddocs.com/ny/pjcsd/Board.nsf/Public
Reading,2509990,MASSACHUSETTS,https://go.boarddocs.com/pa/reading/Board.nsf/Public
Pottstown SD,4219680,PENNSYLVANIA,https://go.boarddocs.com/pa/ptst/Board.nsf/Public
Venture Academy,4900133,UTAH,https://go.boarddocs.com/id/cdaps/Board.nsf/Public
Hartland School District,5004620,VERMONT,https://go.boarddocs.com/wi/hartlake/Board.nsf/Public
ASU THREE RIVERS CAREER CENTER,500054,ARKANSAS,https://go.boarddocs.com/ak/asdk12/Board.nsf/Public
KIPP Esperanza High District,602533,CALIFORNIA,https://go.boarddocs.com/ca/redwood/Board.nsf/Public
Pan American Academy CS,4200810,PENNSYLVANIA,https://go.boarddocs.com/ga/fcss/Board.nsf/Public
Iola,2007740,KANSAS,https://go.boarddocs.com/wi/iola/Board.nsf/Public
PISECO COMMON SCHOOL DISTRICT,3623130,NEW YORK,https://go.boarddocs.com/ny/canjo/Board.nsf/Public
El Paso-Gridley CUSD 11,1700326,ILLINOIS,https://go.boarddocs.com/il/csd99/Board.nsf/Public
Sonoma County Office of Education,691040,CALIFORNIA,https://go.boarddocs.com/ca/nvccd/Board.nsf/Public
Purdue Polytechnic High School South Bend,1800214,INDIANA,https://go.boarddocs.com/in/sbcsc/Board.nsf/Public
Garfield,3000034,MONTANA,https://go.boarddocs.com/nj/gboe/Board.nsf/Public
Norton Community Schools,2010020,KANSAS,https://go.boarddocs.com/ks/usd379/Board.nsf/Public
D'Arbonne Woods Charter School,2200146,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/Public
LYME CENTRAL SCHOOL DISTRICT,3617880,NEW YORK,https://go.boarddocs.com/ny/lymecsd/Board.nsf/Public
Desert Sands Unified,611110,CALIFORNIA,https://go.boarddocs.com/ca/rcoe/Board.nsf/Public
Urban Collaborative,4400005,RHODE ISLAND,https://go.boarddocs.com/wi/wauw/Board.nsf/Public
Marquette Area Public Schools,2600013,MICHIGAN,https://go.boarddocs.com/mi/bsdmi/Board.nsf/Public
Walden Green Montessori,2600112,MICHIGAN,https://go.boarddocs.com/mabe/fcps/Board.nsf/Public
KONAWA,4016710,OKLAHOMA,https://go.boarddocs.com/fl/hendry/Board.nsf/Public
BURLINGTON,4005910,OKLAHOMA,https://go.boarddocs.com/ks/usd244/Board.nsf/Public
Reach Charter Academy,2600950,MICHIGAN,https://go.boarddocs.com/co/dpsk12/Board.nsf/Public
Edgartown,2509090,MASSACHUSETTS,https://go.boarddocs.com/wi/basdwi/Board.nsf/Public
COUNCIL DISTRICT,1600840,IDAHO,https://go.boarddocs.com/nc/raleigh/Board.nsf/Public
South Central Area Special Ed,1810310,INDIANA,https://go.boarddocs.com/ny/sscs/Board.nsf/Public
WEWOKA,4032460,OKLAHOMA,https://go.boarddocs.com/oh/akron/Board.nsf/Public
Newton,2508610,MASSACHUSETTS,https://go.boarddocs.com/ks/usd373/Board.nsf/Public
Colby School District,5502730,WISCONSIN,https://go.boarddocs.com/wi/colby/Board.nsf/Public
Agnes J. Johnson Charter District,602543,CALIFORNIA,https://go.boarddocs.com/ny/greece/Board.nsf/Public
Tennessee Schools for the Deaf,4700146,TENNESSEE,https://go.boarddocs.com/tn/scsk12/Board.nsf/Public
SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,3626840,NEW YORK,https://go.boarddocs.com/ny/swrcsd/Board.nsf/Public
NEW TOWN 1,3813920,NORTH DAKOTA,https://go.boarddocs.com/ny/mecsd/Board.nsf/Public
Da Vinci Schools,2600088,MICHIGAN,https://go.boarddocs.com/fl/pcsfl/Board.nsf/Public
Oregon Trail SD 46,4110890,OREGON,https://go.boarddocs.com/ks/olathe/Board.nsf/Public
Spokane School District,5308250,WASHINGTON,https://go.boarddocs.com/wa/spokane/Board.nsf/Public
Richmond Charter Academy District,602121,CALIFORNIA,https://go.boarddocs.com/mo/mrhsd/Board.nsf/Public
Jamestown,4400510,RHODE ISLAND,https://go.boarddocs.com/ny/james/Board.nsf/Public
HIGHLAND JOINT DISTRICT,1601440,IDAHO,https://go.boarddocs.com/wi/pjsd/Board.nsf/Public
ROLLA 31,2926890,MISSOURI,https://go.boarddocs.com/mo/cr1sd/Board.nsf/Public
Boonton Town Public School District,3401950,NEW JERSEY,https://go.boarddocs.com/nj/lincpknj/Board.nsf/Public
MARTIN COUNTY WEST SCHOOL DISTRICT,2718960,MINNESOTA,https://go.boarddocs.com/fl/martin/Board.nsf/Public
Chatom Union,608250,CALIFORNIA,https://go.boarddocs.com/ca/smcsd/Board.nsf/Public
Tecumseh Public Schools,2633720,MICHIGAN,https://go.boarddocs.com/oh/muskesc/Board.nsf/Public
Summit County ESC,3904996,OHIO,https://go.boarddocs.com/oh/wecs/Board.nsf/Public
High Tech Middle Chula Vista District,601800,CALIFORNIA,https://go.boarddocs.com/ca/sandi/Board.nsf/Public
Boyne Falls Public School District,2606510,MICHIGAN,https://go.boarddocs.com/pa/coun/Board.nsf/Public
Germantown School District,5505160,WISCONSIN,https://go.boarddocs.com/wi/gpsd/Board.nsf/Public
SUNDOWN ISD,4841850,TEXAS,https://go.boarddocs.com/tx/kisd/Board.nsf/Public
KEOTA,4016350,OKLAHOMA,https://go.boarddocs.com/ia/manchester/Board.nsf/Public
Melvindale-Northern Allen Park Schools,2623460,MICHIGAN,https://go.boarddocs.com/mi/melnap/Board.nsf/Public
San Francisco Unified,634410,CALIFORNIA,https://go.boarddocs.com/ca/sfusd/Board.nsf/Public
Arlington SD 3,4101470,OREGON,https://go.boarddocs.com/WA/apswa/Board.nsf/Public
Avoca SD 37,1704800,ILLINOIS,https://go.boarddocs.com/il/avoca37/Board.nsf/Public
Ephrata Area SD,4209270,PENNSYLVANIA,https://go.boarddocs.com/pa/nesh/Board.nsf/Public
Pasadena Unified,629940,CALIFORNIA,https://go.boarddocs.com/ca/spusd/Board.nsf/Public
Polaris,3905094,OHIO,https://go.boarddocs.com/oh/polaris/Board.nsf/Public
ANAHUAC ISD,4808190,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Mount Mansfield Unified Union School District,5099912,VERMONT,https://go.boarddocs.com/oh/wcscc/Board.nsf/Public
Hinckley Preparatory Academy,3910047,OHIO,https://go.boarddocs.com/co/cde/Board.nsf/Public
Portsmouth School District,3305820,NEW HAMPSHIRE,https://go.boarddocs.com/vsba/portsmouth/Board.nsf/Public
Trivium Charter District,602401,CALIFORNIA,https://go.boarddocs.com/pa/radn/Board.nsf/Public
SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,3627660,NEW YORK,https://go.boarddocs.com/ny/swcsk12/Board.nsf/Public
Westchester SD 92-5,1741790,ILLINOIS,https://go.boarddocs.com/il/sd925/Board.nsf/Public
LOUP CITY PUBLIC SCHOOLS,3173090,NEBRASKA,https://go.boarddocs.com/nj/plainfield/Board.nsf/Public
Rantoul Township HSD 193,1733240,ILLINOIS,https://go.boarddocs.com/il/oths/Board.nsf/Public
Michigan Virtual Charter Academy,2600972,MICHIGAN,https://go.boarddocs.com/mi/detroit/Board.nsf/Public
Griffin-Spalding County,1302520,GEORGIA,https://go.boarddocs.com/ga/maconbibb/Board.nsf/Public
AXTELL ISD,4809150,TEXAS,https://go.boarddocs.com/wa/marywalker/Board.nsf/Public
Community Charter School of Paterson,3400718,NEW JERSEY,https://go.boarddocs.com/mabe/mcpsmd/Board.nsf/Public
NEW YORK STATE SCHOOL FOR THE DEAF,3600154,NEW YORK,https://go.boarddocs.com/ny/minisink/Board.nsf/Public
Excel Center - Anderson,1800116,INDIANA,https://go.boarddocs.com/vsba/powhatan/Board.nsf/Public
SIKESTON R-6,2928260,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/Public
Mundelein Cons HSD 120,1727570,ILLINOIS,https://go.boarddocs.com/il/thsd211/Board.nsf/Public
TEAGUE ISD,4842300,TEXAS,https://go.boarddocs.com/tx/disd/Board.nsf/Public
Tunkhannock Area SD,4223850,PENNSYLVANIA,https://go.boarddocs.com/pa/tunk/Board.nsf/Public
Westwood Unified,642300,CALIFORNIA,https://go.boarddocs.com/ca/santaclarausd/Board.nsf/Public
Elsinboro Township School District,3404680,NEW JERSEY,https://go.boarddocs.com/nj/nplainfield/Board.nsf/Public
Perry Public Schools,2627900,MICHIGAN,https://go.boarddocs.com/pa/wper/Board.nsf/Public
STRONG-HUTTIG SCHOOL DISTRICT,512930,ARKANSAS,https://go.boarddocs.com/ar/nlrsd/Board.nsf/Public
RSU 75/MSAD 75,2314768,MAINE,https://go.boarddocs.com/ca/lvusd/Board.nsf/Public
River Forest SD 90,1733810,ILLINOIS,https://go.boarddocs.com/il/hccsdil/Board.nsf/Public
HAWKINS ISD,4822770,TEXAS,https://go.boarddocs.com/nc/cmsnc/Board.nsf/Public
Turkey Valley Comm School District,1928110,IOWA,https://go.boarddocs.com/ia/central/Board.nsf/Public
Wolf Point H S,3028620,MONTANA,https://go.boarddocs.com/mt/cpsd19/Board.nsf/Public
Hortonville Area School District,5506600,WISCONSIN,https://go.boarddocs.com/wi/aasd/Board.nsf/Public
Raleigh Charter High School,3700097,NORTH CAROLINA,https://go.boarddocs.com/co/acsd50/Board.nsf/Public
Canton Preparatory High School,2601080,MICHIGAN,https://go.boarddocs.com/co/cde/Board.nsf/Public
Menomonee Falls School District,5509060,WISCONSIN,https://go.boarddocs.com/wi/mfalls/Board.nsf/Public
Fayette County,2101860,KENTUCKY,https://go.boarddocs.com/in/fayettecounty/Board.nsf/Public
York County Public Schools,5104150,VIRGINIA,https://go.boarddocs.com/vsba/ycsd/Board.nsf/Public
POCANTICO HILLS CENTRAL SCHOOL DISTRICT,3623340,NEW YORK,https://go.boarddocs.com/ny/pocantico/Board.nsf/Public
Lunenburg County Public Schools,5102310,VIRGINIA,https://go.boarddocs.com/vsba/lunenburg/Board.nsf/Public
Island Union Elementary,618510,CALIFORNIA,https://go.boarddocs.com/ny/giufsd/Board.nsf/Public
River Heights Academy,2600137,MICHIGAN,https://go.boarddocs.com/ak/asdk12/Board.nsf/Public
Rankin CSD 98,1733120,ILLINOIS,https://go.boarddocs.com/ia/bettcsd/Board.nsf/Public
Midd-West SD,4215210,PENNSYLVANIA,https://go.boarddocs.com/pa/midd/Board.nsf/Public
West York Area SD,4225980,PENNSYLVANIA,https://go.boarddocs.com/pa/wyrk/Board.nsf/Public
Benton Carroll Salem Local,3904892,OHIO,https://go.boarddocs.com/oh/bcslocal/Board.nsf/Public
Everett,2504770,MASSACHUSETTS,https://go.boarddocs.com/wa/waesd/Board.nsf/Public
MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,3620160,NEW YORK,https://go.boarddocs.com/ny/mtplcsd/Board.nsf/Public
Prospect Heights SD 23,1732850,ILLINOIS,https://go.boarddocs.com/il/besd61/Board.nsf/Public
Brockton,2503090,MASSACHUSETTS,https://go.boarddocs.com/ma/sersd/Board.nsf/Public
MONITEAU CO. R-I,2906510,MISSOURI,https://go.boarddocs.com/mo/cr1sd/Board.nsf/Public
Tulare Joint Union High,639930,CALIFORNIA,https://go.boarddocs.com/ca/kccd/Board.nsf/Public
Youth Advancement Academy,2600955,MICHIGAN,https://go.boarddocs.com/ca/conejo/Board.nsf/Public
Patriot Preparatory Academy,3901417,OHIO,https://go.boarddocs.com/co/cde/Board.nsf/Public
URBAN CHOICE CHARTER SCHOOL,3600134,NEW YORK,https://go.boarddocs.com/ny/hflcsd/Board.nsf/Public
Warren Hills Regional School District,3416970,NEW JERSEY,https://go.boarddocs.com/nj/mtsdnj/Board.nsf/Public
STONEWALL,4028800,OKLAHOMA,https://go.boarddocs.com/vsba/shenandoah/Board.nsf/Public
Fox River Grove Cons SD 3,1715660,ILLINOIS,https://go.boarddocs.com/il/sd735/Board.nsf/Public
El Rancho Unified,612180,CALIFORNIA,https://go.boarddocs.com/ca/tcrop/Board.nsf/Public
Baltimore City Public Schools,2400090,MARYLAND,https://go.boarddocs.com/mabe/bcpss/Board.nsf/Public
Mount Adams School District,5305280,WASHINGTON,https://go.boarddocs.com/wa/masd209/Board.nsf/Public
Andrew Comm School District,1903630,IOWA,https://go.boarddocs.com/il/sd54/Board.nsf/Public
MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,3619650,NEW YORK,https://go.boarddocs.com/ny/mwcsd/Board.nsf/Public
Washtenaw ISD,2680990,MICHIGAN,https://go.boarddocs.com/mi/washisd/Board.nsf/Public
LAWRENCE UNION FREE SCHOOL DISTRICT,3616830,NEW YORK,https://go.boarddocs.com/ny/erufsd/Board.nsf/Public
Chippewa Local,3905053,OHIO,https://go.boarddocs.com/wi/chipfalls/Board.nsf/Public
Camino Polytechnic District,601983,CALIFORNIA,https://go.boarddocs.com/ca/ecccd/Board.nsf/Public
TIOGA ISD,4842870,TEXAS,https://go.boarddocs.com/pa/ntio/Board.nsf/Public
COYLE,4008940,OKLAHOMA,https://go.boarddocs.com/il/cusd201/Board.nsf/Public
Western Dubuque Comm School District,1931350,IOWA,https://go.boarddocs.com/ia/iccsd/Board.nsf/Public
Tri Point CUSD 6-J,1739480,ILLINOIS,https://go.boarddocs.com/il/oswego308/Board.nsf/Public
Sharon School District,5007260,VERMONT,https://go.boarddocs.com/pa/sharon/Board.nsf/Public
KREBS,4016720,OKLAHOMA,https://go.boarddocs.com/vsba/erfc/Board.nsf/Public
ARTESIA,3500120,NEW MEXICO,https://go.boarddocs.com/ca/compton/Board.nsf/Public
Evanston Twp HSD 202,1714490,ILLINOIS,https://go.boarddocs.com/il/thsd211/Board.nsf/Public
Cardinal Local,3904717,OHIO,https://go.boarddocs.com/oh/cardinal/Board.nsf/Public
MILLER GROVE ISD,4830810,TEXAS,https://go.boarddocs.com/wi/mgsd/Board.nsf/Public
Maysville Local,3904885,OHIO,https://go.boarddocs.com/oh/maysv/Board.nsf/Public
NORTHWEST TECH. CENTER- FAIRVIEW,4000071,OKLAHOMA,https://go.boarddocs.com/ks/olathe/Board.nsf/Public
Perry Township Schools,1808820,INDIANA,https://go.boarddocs.com/in/msdpt/Board.nsf/Public
San Mateo Union High,634980,CALIFORNIA,https://go.boarddocs.com/ca/smccd/Board.nsf/Public
Karns City Area SD,4209600,PENNSYLVANIA,https://go.boarddocs.com/pa/karn/Board.nsf/Public
Utah County Academy of Science,4900020,UTAH,https://go.boarddocs.com/ut/uen/Board.nsf/Public
VICTORIA ISD,4844150,TEXAS,https://go.boarddocs.com/tx/hisd/Board.nsf/Public
De Forest Area School District,5503180,WISCONSIN,https://go.boarddocs.com/wi/deforest/Board.nsf/Public
Centennial BOCES AU,800226,COLORADO,https://go.boarddocs.com/co/cde/Board.nsf/Public
Oconee County,1303960,GEORGIA,https://go.boarddocs.com/sc/beau/Board.nsf/Public
Yellowstone Boys & Girls Ranch,3000105,MONTANA,https://go.boarddocs.com/wy/sweetwater1/Board.nsf/Public
Urban Prep Chrtr Sch for Yng Men,1701436,ILLINOIS,https://go.boarddocs.com/co/dpsk12/Board.nsf/Public
Grant County,2102250,KENTUCKY,https://go.boarddocs.com/wa/moseslake/Board.nsf/Public
Kittery Public Schools,2307140,MAINE,https://go.boarddocs.com/me/sport/Board.nsf/Public
DEPARTMENT OF CORRECTIONS,2900030,MISSOURI,https://go.boarddocs.com/pa/lehc/Board.nsf/Public
Winton,642960,CALIFORNIA,https://go.boarddocs.com/oh/winton/Board.nsf/Public
University of Ill Lab School,1700100,ILLINOIS,https://go.boarddocs.com/il/champil/Board.nsf/Public
Kindle Education Public Charter School,3480366,NEW JERSEY,https://go.boarddocs.com/ca/esuhsd/Board.nsf/Public
Barrington CUSD 220,1705050,ILLINOIS,https://go.boarddocs.com/il/barrington220/Board.nsf/Public
Crescent View West Public Charter District,601677,CALIFORNIA,https://go.boarddocs.com/ca/gvusd/Board.nsf/Public
Fremont Public School District,2615150,MICHIGAN,https://go.boarddocs.com/ca/fremont/Board.nsf/Public
St. Landry Primary School Incl.,2200326,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/Public
ANDREWS ISD,4808280,TEXAS,https://go.boarddocs.com/tx/austinisd/Board.nsf/Public
ICEF View Park Preparatory Elementary District,601881,CALIFORNIA,https://go.boarddocs.com/ca/vibrantminds/Board.nsf/Public
Greater Lowell Regional Vocational Technical,2505480,MASSACHUSETTS,https://go.boarddocs.com/ma/ens/Board.nsf/Public
NORTH WARREN CENTRAL SCHOOL DISTRICT,3616960,NEW YORK,https://go.boarddocs.com/nj/nplainfield/Board.nsf/Public
ACADEMY CHARTER SCHOOL,3600997,NEW YORK,https://go.boarddocs.com/pa/esperanzaacademycs/Board.nsf/Public
WASHINGTON,4031710,OKLAHOMA,https://go.boarddocs.com/nj/wtps/Board.nsf/Public
Halstead,2006840,KANSAS,https://go.boarddocs.com/ks/usd440/Board.nsf/Public
City Arts & Leadership Academy District,602103,CALIFORNIA,https://go.boarddocs.com/ca/sfusd/Board.nsf/Public
BRONX CHARTER SCHOOL FOR EXCELLENCE 3,3601157,NEW YORK,https://go.boarddocs.com/la/ebrp/Board.nsf/Public
