,LEA_NAME,LEAID,STATENAME
15020,OAKDALE,4022350,OKLAHOMA
15021,OAKS-MISSION,4022410,OKLAHOMA
15022,OILTON,4022560,OKLAHOMA
15023,OKARCHE,4022590,OKLAHOMA
15024,OKAY,4022620,OKLAHOMA
15025,OKEENE,4022650,OKLAHOMA
15026,OKLAHOMA CITY,4022770,OKLAHOMA
15027,OKMULGEE,4022800,OKLAHOMA
15028,OKTAHA,4022830,OKLAHOMA
15029,OLIVE,4022860,OKLAHOMA
15030,LOMEGA,4022950,OKLAHOMA
15031,OOLOGAH-TALALA,4023040,OKLAHOMA
15032,OPTIMA,4023070,OKLAHOMA
15033,OSAGE,4023190,OKLAHOMA
15034,OSAGE HILLS,4023220,OKLAHOMA
15035,OWASSO,4023280,OKLAHOMA
15036,PADEN,4023340,OKLAHOMA
15037,PANAMA,4023370,OKLAHOMA
15038,PANOLA,4023400,OKLAHOMA
15039,PAOLI,4023430,OKLAHOMA
15040,PAULS VALLEY,4023550,OKLAHOMA
15041,PAWHUSKA,4023580,OKLAHOMA
15042,PAWNEE,4023610,OKLAHOMA
15043,PECKHAM,4023700,OKLAHOMA
15044,PEGGS,4023730,OKLAHOMA
15045,PERKINS-TRYON,4023800,OKLAHOMA
15046,PERRY,4023850,OKLAHOMA
15047,PIEDMONT,4023970,OKLAHOMA
15048,PIONEER,4024150,OKLAHOMA
15049,PITTSBURG,4024180,OKLAHOMA
15050,PLAINVIEW,4024240,OKLAHOMA
15051,PLEASANT GROVE,4024330,OKLAHOMA
15052,PIONEER-PLEASANT VALE,4024510,OKLAHOMA
15053,POCOLA,4024630,OKLAHOMA
15054,PONCA CITY,4024690,OKLAHOMA
15055,POND CREEK-HUNTER,4024720,OKLAHOMA
15056,PORUM,4024840,OKLAHOMA
15057,POTEAU,4024870,OKLAHOMA
15058,PRAGUE,4024930,OKLAHOMA
15059,PRESTON,4025050,OKLAHOMA
15060,PRETTY WATER,4025080,OKLAHOMA
15061,PRUE,4025170,OKLAHOMA
15062,PRYOR,4025200,OKLAHOMA
15063,PURCELL,4025230,OKLAHOMA
15064,PUTNAM CITY,4025290,OKLAHOMA
15065,QUAPAW,4025320,OKLAHOMA
15066,QUINTON,4025410,OKLAHOMA
15067,CANEY VALLEY,4025470,OKLAHOMA
15068,RATTAN,4025500,OKLAHOMA
15069,RAVIA,4025530,OKLAHOMA
15070,RED OAK,4025590,OKLAHOMA
15071,REYDON,4025800,OKLAHOMA
15072,RINGLING,4025860,OKLAHOMA
15073,RINGWOOD,4025920,OKLAHOMA
15074,RIPLEY,4025950,OKLAHOMA
15075,RIVERSIDE,4026010,OKLAHOMA
15076,ROBIN HILL,4026100,OKLAHOMA
15077,ROCKY MOUNTAIN,4026250,OKLAHOMA
15078,ROFF,4026280,OKLAHOMA
15079,ROLAND,4026310,OKLAHOMA
15080,RUSH SPRINGS,4026550,OKLAHOMA
15081,RYAL,4026580,OKLAHOMA
15082,RYAN,4026610,OKLAHOMA
15083,SOUTH COFFEYVILLE,4026640,OKLAHOMA
15084,SALINA,4026730,OKLAHOMA
15085,SALLISAW,4026790,OKLAHOMA
15086,SAND SPRINGS,4026880,OKLAHOMA
15087,SAPULPA,4026910,OKLAHOMA
15088,SASAKWA,4026940,OKLAHOMA
15089,SAVANNA,4027000,OKLAHOMA
15090,SAYRE,4027060,OKLAHOMA
15091,SCHULTER,4027090,OKLAHOMA
15092,SEILING,4027240,OKLAHOMA
15093,SEMINOLE,4027300,OKLAHOMA
15094,SENTINEL,4027330,OKLAHOMA
15095,SEQUOYAH,4027390,OKLAHOMA
15096,SHADY GROVE,4027420,OKLAHOMA
15097,SHADY POINT,4027450,OKLAHOMA
15098,SHATTUCK,4027540,OKLAHOMA
15099,SHAWNEE,4027570,OKLAHOMA
15100,SHIDLER,4027630,OKLAHOMA
15101,SILO,4027640,OKLAHOMA
15102,SKIATOOK,4027750,OKLAHOMA
15103,SMITHVILLE,4027840,OKLAHOMA
15104,SNYDER,4027930,OKLAHOMA
15105,SOPER,4027960,OKLAHOMA
15106,SOUTH ROCK CREEK,4027990,OKLAHOMA
15107,SPERRY,4028170,OKLAHOMA
15108,SPIRO,4028200,OKLAHOMA
15109,SPRINGER,4028350,OKLAHOMA
15110,STERLING,4028590,OKLAHOMA
15111,STIDHAM,4028620,OKLAHOMA
15112,STIGLER,4028650,OKLAHOMA
15113,STILLWATER,4028680,OKLAHOMA
15114,STILWELL,4028710,OKLAHOMA
15115,STONEWALL,4028800,OKLAHOMA
15116,STRAIGHT,4028920,OKLAHOMA
15117,STRATFORD,4028980,OKLAHOMA
15118,STRINGTOWN,4029010,OKLAHOMA
15119,STROTHER,4029040,OKLAHOMA
15120,STROUD,4029070,OKLAHOMA
15121,STUART,4029100,OKLAHOMA
15122,SULPHUR,4029160,OKLAHOMA
15123,SWEETWATER,4029310,OKLAHOMA
15124,TAHLEQUAH,4029380,OKLAHOMA
15125,TALIHINA,4029400,OKLAHOMA
15126,TALOGA,4029430,OKLAHOMA
15127,TANNEHILL,4029520,OKLAHOMA
15128,TECUMSEH,4029610,OKLAHOMA
15129,TEMPLE,4029640,OKLAHOMA
15130,TENKILLER,4029670,OKLAHOMA
15131,TERRAL,4029760,OKLAHOMA
15132,TEXHOMA,4029820,OKLAHOMA
15133,THACKERVILLE,4029850,OKLAHOMA
15134,MOUNTAIN VIEW-GOTEBO,4029886,OKLAHOMA
15135,TIPTON,4030030,OKLAHOMA
15136,WOODLAND,4030048,OKLAHOMA
15137,TISHOMINGO,4030060,OKLAHOMA
15138,TONKAWA,4030120,OKLAHOMA
15139,PORTER CONSOLIDATED,4030197,OKLAHOMA
15140,TULSA,4030240,OKLAHOMA
15141,TUPELO,4030270,OKLAHOMA
15142,TURKEY FORD,4030290,OKLAHOMA
15143,TURNER,4030300,OKLAHOMA
15144,TURPIN,4030330,OKLAHOMA
15145,TUSHKA,4030360,OKLAHOMA
15146,TUSKAHOMA,4030390,OKLAHOMA
15147,TUTTLE,4030420,OKLAHOMA
15148,TWIN HILLS,4030450,OKLAHOMA
15149,TYRONE,4030480,OKLAHOMA
15150,UNION,4030600,OKLAHOMA
15151,UNION CITY,4030630,OKLAHOMA
15152,VALLIANT,4030870,OKLAHOMA
15153,VANOSS,4030960,OKLAHOMA
15154,VARNUM,4030990,OKLAHOMA
15155,VELMA-ALMA,4031020,OKLAHOMA
15156,VERDEN,4031080,OKLAHOMA
15157,VERDIGRIS,4031110,OKLAHOMA
15158,VIAN,4031140,OKLAHOMA
15159,VICI,4031170,OKLAHOMA
15160,VINITA,4031290,OKLAHOMA
15161,WAGONER,4031350,OKLAHOMA
15162,WAINWRIGHT,4031380,OKLAHOMA
15163,WALTERS,4031470,OKLAHOMA
15164,WANETTE,4031500,OKLAHOMA
15165,WAPANUCKA,4031590,OKLAHOMA
15166,WARNER,4031650,OKLAHOMA
15167,WASHINGTON,4031710,OKLAHOMA
15168,WATONGA,4031770,OKLAHOMA
15169,WATTS,4031860,OKLAHOMA
15170,WAUKOMIS,4031950,OKLAHOMA
15171,WAURIKA,4031980,OKLAHOMA
15172,WAYNE,4032010,OKLAHOMA
15173,WAYNOKA,4032040,OKLAHOMA
15174,WEATHERFORD,4032070,OKLAHOMA
15175,WEBBERS FALLS,4032130,OKLAHOMA
15176,WELCH,4032190,OKLAHOMA
15177,WELEETKA,4032220,OKLAHOMA
15178,WELLSTON,4032280,OKLAHOMA
15179,WESTERN HEIGHTS,4032370,OKLAHOMA
15180,WESTVILLE,4032400,OKLAHOMA
15181,WETUMKA,4032430,OKLAHOMA
15182,WEWOKA,4032460,OKLAHOMA
15183,WHITE OAK,4032610,OKLAHOMA
15184,WHITE ROCK,4032640,OKLAHOMA
15185,WHITEBEAD,4032670,OKLAHOMA
15186,WHITEFIELD,4032700,OKLAHOMA
15187,WHITESBORO,4032730,OKLAHOMA
15188,WICKLIFFE,4032760,OKLAHOMA
15189,WILBURTON,4032790,OKLAHOMA
15190,WILSON,4032880,OKLAHOMA
15191,WILSON,4032940,OKLAHOMA
15192,WISTER,4032970,OKLAHOMA
15193,WOODALL,4033090,OKLAHOMA
15194,WOODWARD,4033180,OKLAHOMA
15195,WRIGHT CITY,4033210,OKLAHOMA
15196,WYANDOTTE,4033240,OKLAHOMA
15197,WYNNEWOOD,4033300,OKLAHOMA
15198,WYNONA,4033330,OKLAHOMA
15199,YALE,4033360,OKLAHOMA
15200,YARBROUGH,4033390,OKLAHOMA
15201,YUKON,4033480,OKLAHOMA
15202,ZANEIS,4033540,OKLAHOMA
15203,ZION,4033600,OKLAHOMA
15204,ROCK CREEK,4033601,OKLAHOMA
15205,FORT COBB-BROXTON,4033602,OKLAHOMA
15206,BINGER-ONEY,4033603,OKLAHOMA
15207,W.K. JACKSON LEADERSHIP ACADEMY (CHARTER),4033604,OKLAHOMA
15208,Virtual Preparatory Academy (CHARTER),4033605,OKLAHOMA
15209,TULSA CLASSICAL ACADEMY (CHARTER),4033606,OKLAHOMA
15210,Falls City SD 57,4100003,OREGON
15211,Oregon Department of Education,4100009,OREGON
15212,Vale SD 84,4100014,OREGON
15213,Gervais SD 1,4100015,OREGON
15214,Yamhill Carlton SD 1,4100016,OREGON
15215,Harrisburg SD 7J,4100019,OREGON
15216,North Santiam SD 29J,4100020,OREGON
15217,South Wasco County SD 1,4100021,OREGON
15218,Northwest Regional ESD,4100022,OREGON
15219,Hillsboro SD 1J,4100023,OREGON
15220,South Coast ESD,4100024,OREGON
15221,Douglas ESD,4100025,OREGON
15222,North Central ESD,4100026,OREGON
15223,Grant ESD,4100027,OREGON
15224,Harney ESD Region XVII,4100028,OREGON
15225,Southern Oregon ESD,4100029,OREGON
15226,Jefferson ESD,4100030,OREGON
15227,Lake ESD,4100031,OREGON
15228,Lane ESD,4100032,OREGON
15229,Linn Benton Lincoln ESD,4100033,OREGON
15230,Malheur ESD Region 14,4100034,OREGON
15231,Willamette ESD,4100035,OREGON
15232,InterMountain ESD,4100036,OREGON
15233,Region 18 ESD,4100038,OREGON
15234,Knappa SD 4,4100040,OREGON
15235,Malheur County SD 51,4100042,OREGON
15236,ODE YCEP District,4100043,OREGON
15237,ODE JDEP District,4100045,OREGON
15238,ODE Head Start,4100046,OREGON
15239,Ione SD R2,4100047,OREGON
15240,North Wasco County SD 21,4100048,OREGON
15241,ODE LTCT District,4100049,OREGON
15242,ODE Hospital Program District,4100384,OREGON
15243,Myrtle Point SD 41,4100640,OREGON
15244,Adel SD 21,4100990,OREGON
15245,Adrian SD 61,4101020,OREGON
15246,Greater Albany Public SD 8J,4101120,OREGON
15247,Alsea SD 7J,4101200,OREGON
15248,Amity SD 4J,4101230,OREGON
15249,Annex SD 29,4101350,OREGON
15250,Columbia Gorge ESD,4101355,OREGON
15251,Arlington SD 3,4101470,OREGON
15252,Arock SD 81,4101500,OREGON
15253,Ashland SD 5,4101560,OREGON
15254,Ashwood SD 8,4101590,OREGON
15255,Astoria SD 1,4101620,OREGON
15256,Athena-Weston SD 29RJ,4101660,OREGON
15257,Baker SD 5J,4101710,OREGON
15258,Burnt River SD 30J,4101740,OREGON
15259,Bandon SD 54,4101800,OREGON
15260,Banks SD 13,4101830,OREGON
15261,Beaverton SD 48J,4101920,OREGON
15262,Bend-LaPine Administrative SD 1,4101980,OREGON
15263,Bethel SD 52,4102040,OREGON
15264,Blachly SD 90,4102160,OREGON
15265,Black Butte SD 41,4102190,OREGON
15266,Brookings-Harbor SD 17C,4102310,OREGON
15267,Harney County SD 3,4102490,OREGON
15268,Butte Falls SD 91,4102580,OREGON
15269,Camas Valley SD 21J,4102610,OREGON
15270,Canby SD 86,4102640,OREGON
15271,Cascade SD 5,4102780,OREGON
15272,Centennial SD 28J,4102800,OREGON
15273,Central SD 13J,4102840,OREGON
15274,Central Linn SD 552,4102910,OREGON
15275,Central Point SD 6,4102940,OREGON
15276,Clatskanie SD 6J,4103260,OREGON
15277,Rainier SD 13,4103265,OREGON
15278,Colton SD 53,4103270,OREGON
15279,Condon SD 25J,4103330,OREGON
15280,Coquille SD 8,4103390,OREGON
15281,Corbett SD 39,4103420,OREGON
15282,Corvallis SD 509J,4103480,OREGON
15283,Cove SD 15,4103540,OREGON
15284,Harney County SD 4,4103600,OREGON
15285,Harney County Union High SD 1J,4103630,OREGON
15286,Coos Bay SD 9,4103660,OREGON
15287,Creswell SD 40,4103690,OREGON
15288,Crook County SD,4103720,OREGON
15289,Crow-Applegate-Lorane SD 66,4103780,OREGON
15290,Culver SD 4,4103840,OREGON
15291,Dallas SD 2,4103860,OREGON
15292,David Douglas SD 40,4103940,OREGON
15293,Douglas County SD 15,4103960,OREGON
15294,Dayton SD 8,4103990,OREGON
15295,Dayville SD 16J,4104020,OREGON
15296,Diamond SD 7,4104170,OREGON
15297,Double O SD 28,4104290,OREGON
15298,North Douglas SD 22,4104350,OREGON
15299,Drewsey SD 13,4104380,OREGON
15300,Dufur SD 29,4104410,OREGON
15301,Eagle Point SD 9,4104500,OREGON
15302,Echo SD 5,4104530,OREGON
15303,Elgin SD 23,4104590,OREGON
15304,Elkton SD 34,4104620,OREGON
15305,Estacada SD 108,4104700,OREGON
15306,Eugene SD 4J,4104740,OREGON
15307,Fern Ridge SD 28J,4104950,OREGON
15308,South Harney SD 33,4105020,OREGON
15309,Enterprise SD 21,4105080,OREGON
15310,Siuslaw SD 97J,4105100,OREGON
15311,Forest Grove SD 15,4105160,OREGON
15312,Fossil SD 21J,4105250,OREGON
15313,Frenchglen SD 16,4105310,OREGON
15314,Gaston SD 511J,4105430,OREGON
15315,Gladstone SD 115,4105610,OREGON
15316,Glendale SD 77,4105640,OREGON
15317,Glide SD 12,4105670,OREGON
15318,Central Curry SD 1,4105760,OREGON
15319,Grants Pass SD 7,4105910,OREGON
15320,Gresham-Barlow SD 10J,4106000,OREGON
15321,Harper SD 66,4106120,OREGON
15322,Helix SD 1,4106270,OREGON
15323,Hermiston SD 8,4106300,OREGON
15324,Hood River County SD,4106510,OREGON
15325,Huntington SD 16J,4106600,OREGON
15326,Imbler SD 11,4106630,OREGON
15327,Jefferson SD 14J,4106710,OREGON
15328,Jefferson County SD 509J,4106740,OREGON
15329,Jewell SD 8,4106750,OREGON
15330,John Day SD 3,4106780,OREGON
15331,Jordan Valley SD 3,4106820,OREGON
15332,Joseph SD 6,4106870,OREGON
15333,Three Rivers/Josephine County SD,4106900,OREGON
15334,Junction City SD 69,4106930,OREGON
15335,Juntura SD 12,4106960,OREGON
15336,Klamath County SD,4107020,OREGON
15337,Klamath Falls City Schools,4107080,OREGON
15338,La Grande SD 1,4107200,OREGON
15339,Lake Oswego SD 7J,4107230,OREGON
15340,Lake County SD 7,4107280,OREGON
15341,Lebanon Community SD 9,4107380,OREGON
15342,Lincoln County SD,4107500,OREGON
15343,Long Creek SD 17,4107530,OREGON
15344,Lowell SD 71,4107590,OREGON
15345,Mapleton SD 32,4107710,OREGON
15346,Marcola SD 79J,4107740,OREGON
15347,McKenzie SD 68,4107980,OREGON
15348,McMinnville SD 40,4108010,OREGON
15349,Medford SD 549C,4108040,OREGON
15350,Santiam Canyon SD 129J,4108100,OREGON
15351,Milton-Freewater Unified SD 7,4108160,OREGON
15352,Mitchell SD 55,4108280,OREGON
15353,Molalla River SD 35,4108310,OREGON
15354,Monroe SD 1J,4108430,OREGON
15355,Monument SD 8,4108460,OREGON
15356,Morrow SD 1,4108520,OREGON
15357,Mt Angel SD 91,4108550,OREGON
15358,Neah-Kah-Nie SD 56,4108650,OREGON
15359,Nestucca Valley SD 101J,4108700,OREGON
15360,Newberg SD 29J,4108720,OREGON
15361,North Bend SD 13,4108820,OREGON
15362,North Clackamas SD 12,4108830,OREGON
15363,North Marion SD 15,4108880,OREGON
15364,North Powder SD 8J,4108940,OREGON
15365,Nyssa SD 26,4109000,OREGON
15366,Oakland SD 1,4109120,OREGON
15367,Oakridge SD 76,4109150,OREGON
15368,Ontario SD 8C,4109270,OREGON
15369,Oregon City SD 62,4109330,OREGON
15370,Paisley SD 11,4109430,OREGON
15371,Parkrose SD 3,4109480,OREGON
15372,Pendleton SD 16,4109510,OREGON
15373,Perrydale SD 21,4109530,OREGON
15374,Philomath SD 17J,4109600,OREGON
15375,Phoenix-Talent SD 4,4109630,OREGON
15376,Pilot Rock SD 2,4109660,OREGON
15377,Pine Creek SD 5,4109690,OREGON
15378,Pine Eagle SD 61,4109720,OREGON
15379,Pinehurst SD 94,4109750,OREGON
15380,Pleasant Hill SD 1,4109870,OREGON
15381,Plush SD 18,4109960,OREGON
15382,Port Orford-Langlois SD 2CJ,4110020,OREGON
15383,Portland SD 1J,4110040,OREGON
15384,Powers SD 31,4110080,OREGON
15385,Prairie City SD 4,4110110,OREGON
15386,Prospect SD 59,4110200,OREGON
15387,Redmond SD 2J,4110350,OREGON
15388,Reedsport SD 105,4110410,OREGON
15389,Reynolds SD 7,4110520,OREGON
15390,Riddle SD 70,4110530,OREGON
15391,Riverdale SD 51J,4110560,OREGON
15392,Rogue River SD 35,4110680,OREGON
15393,Douglas County SD 4,4110710,OREGON
15394,Salem-Keizer SD 24J,4110820,OREGON
15395,Oregon Trail SD 46,4110890,OREGON
15396,Scappoose SD 1J,4110980,OREGON
15397,Scio SD 95,4111040,OREGON
15398,Seaside SD 10,4111100,OREGON
15399,Sheridan SD 48J,4111220,OREGON
15400,Sherman County SD,4111250,OREGON
15401,Sherwood SD 88J,4111290,OREGON
15402,North Lake SD 14,4111400,OREGON
15403,Silver Falls SD 4J,4111450,OREGON
15404,Sisters SD 6,4111490,OREGON
15405,South Lane SD 45J3,4111580,OREGON
15406,South Umpqua SD 19,4111610,OREGON
15407,Spray SD 1,4111640,OREGON
15408,Springfield SD 19,4111670,OREGON
15409,St Helens SD 502,4111720,OREGON
15410,St Paul SD 45,4111760,OREGON
15411,Stanfield SD 61,4111790,OREGON
15412,Suntex SD 10,4111910,OREGON
15413,Sutherlin SD 130,4111940,OREGON
15414,Sweet Home SD 55,4111970,OREGON
15415,Tigard-Tualatin SD 23J,4112240,OREGON
15416,Tillamook SD 9,4112320,OREGON
15417,Troy SD 54,4112360,OREGON
15418,Ukiah SD 80R,4112540,OREGON
15419,Umatilla SD 6R,4112600,OREGON
15420,Union SD 5,4112690,OREGON
15421,Vernonia SD 47J,4112930,OREGON
15422,Wallowa SD 12,4112990,OREGON
15423,Warrenton-Hammond SD 30,4113080,OREGON
15424,West Linn-Wilsonville SD 3J,4113170,OREGON
15425,Willamina SD 30J,4113350,OREGON
15426,Winston-Dillard SD 116,4113490,OREGON
15427,Woodburn SD 103,4113530,OREGON
15428,Yoncalla SD 32,4113650,OREGON
15429,High Desert ESD,4180070,OREGON
15430,Multnomah ESD,4180180,OREGON
15431,Clackamas ESD,4180505,OREGON
15432,Bedford County Technical Center,4200001,PENNSYLVANIA
15433,Susquehanna County Career and Technology Center,4200003,PENNSYLVANIA
15434,Fulton County Center for Career and Technology,4200007,PENNSYLVANIA
15435,Keystone Education Center CS,4200011,PENNSYLVANIA
15436,Chester Co Family Academy CS,4200012,PENNSYLVANIA
15437,Community Academy of Philadelphia CS,4200013,PENNSYLVANIA
15438,Harambee Institute of Science and Technology CS,4200014,PENNSYLVANIA
15439,Youth Build Phila CS,4200016,PENNSYLVANIA
15440,Manchester Academic CS,4200017,PENNSYLVANIA
15441,Urban Pathways 6-12 CS,4200018,PENNSYLVANIA
15442,Urban Academy of Greater Pittsburgh CS,4200019,PENNSYLVANIA
15443,Robert Benjamin Wiley Community CS,4200020,PENNSYLVANIA
15444,Dr Robert Ketterer CS Inc,4200021,PENNSYLVANIA
15445,Centre Learning Community CS,4200023,PENNSYLVANIA
15446,Nittany Valley CS,4200024,PENNSYLVANIA
15447,South Mountain Secure Trmnt Unit,4200025,PENNSYLVANIA
15448,La Academia Partnership CS,4200026,PENNSYLVANIA
15449,Sylvan Heights Science CS,4200027,PENNSYLVANIA
15450,Susq-Cyber CS,4200028,PENNSYLVANIA
15451,School Lane CS,4200030,PENNSYLVANIA
15452,Chester Community CS,4200035,PENNSYLVANIA
15453,Preparatory CS of Mathematics Science Tech and Careers,4200036,PENNSYLVANIA
15454,Imhotep Institute CHS,4200038,PENNSYLVANIA
15455,Alliance for Progress CS,4200039,PENNSYLVANIA
15456,Multicultural Academy CS,4200040,PENNSYLVANIA
15457,West Oak Lane CS,4200041,PENNSYLVANIA
15458,Inquiry CS,4200042,PENNSYLVANIA
15459,Eugenio Maria De Hostos CS,4200043,PENNSYLVANIA
15460,Laboratory CS,4200044,PENNSYLVANIA
15461,Crispus Attucks CS,4200048,PENNSYLVANIA
15462,Danville Ctr Adolescent Female,4200049,PENNSYLVANIA
15463,Collegium CS,4200050,PENNSYLVANIA
15464,Mathematics Science & Technology Community CS,4200051,PENNSYLVANIA
15465,Christopher Columbus CS,4200052,PENNSYLVANIA
15466,Universal Institute CS,4200055,PENNSYLVANIA
15467,Math Civics and Sciences CS,4200056,PENNSYLVANIA
15468,Young Scholars CS,4200058,PENNSYLVANIA
15469,Freire CS,4200060,PENNSYLVANIA
15470,Philadelphia Academy CS,4200061,PENNSYLVANIA
15471,Mastery CS-Hardy Williams,4200062,PENNSYLVANIA
15472,Sugar Valley Rural CS,4200063,PENNSYLVANIA
15473,Spectrum CS,4200064,PENNSYLVANIA
15474,Lincoln CS,4200065,PENNSYLVANIA
15475,Renaissance Academy CS,4200067,PENNSYLVANIA
15476,Roberto Clemente CS,4200068,PENNSYLVANIA
15477,Bucks County Montessori CS,4200069,PENNSYLVANIA
15478,Souderton CS Collaborative,4200070,PENNSYLVANIA
15479,Pennsylvania Cyber CS,4200071,PENNSYLVANIA
15480,Global Leadership Academy CS,4200073,PENNSYLVANIA
15481,Philadelphia Performing Arts CS,4200074,PENNSYLVANIA
15482,New Foundations CS,4200075,PENNSYLVANIA
15483,Esperanza Academy CS,4200076,PENNSYLVANIA
15484,Franklin Towne CHS,4200077,PENNSYLVANIA
15485,Mariana Bracetti Academy CS,4200079,PENNSYLVANIA
15486,Mastery CHS-Lenfest Campus,4200084,PENNSYLVANIA
15487,People for People CS,4200085,PENNSYLVANIA
15488,Richard Allen Preparatory CS,4200086,PENNSYLVANIA
15489,Independence CS,4200087,PENNSYLVANIA
15490,Pennsylvania Virtual CS,4200088,PENNSYLVANIA
15491,21st Century Cyber CS,4200091,PENNSYLVANIA
15492,Russell Byers CS,4200092,PENNSYLVANIA
15493,First Philadelphia Preparatory CS,4200093,PENNSYLVANIA
15494,City CHS,4200094,PENNSYLVANIA
15495,Central Pennsylvania Digital Learning Foundation CS,4200095,PENNSYLVANIA
15496,Fell CS,4200096,PENNSYLVANIA
15497,Lehigh Valley Academy Regional CS,4200098,PENNSYLVANIA
15498,Lehigh Valley Charter High School for the Arts,4200099,PENNSYLVANIA
15499,Center for Student Learning CS at Pennsbury,4200100,PENNSYLVANIA
15500,Avon Grove CS,4200101,PENNSYLVANIA
15501,Green Woods CS,4200104,PENNSYLVANIA
15502,West Phila. Achievement CES,4200105,PENNSYLVANIA
15503,Wissahickon CS,4200106,PENNSYLVANIA
15504,Philadelphia Electrical & Technology CHS,4200107,PENNSYLVANIA
15505,Belmont CS,4200108,PENNSYLVANIA
15506,Pittsburgh-Mt Oliver IU 2,4200109,PENNSYLVANIA
15507,Philadelphia IU 26,4200110,PENNSYLVANIA
15508,Propel CS-Homestead,4200111,PENNSYLVANIA
15509,New Day CS,4200114,PENNSYLVANIA
15510,Perseus House CS of Excellence,4200115,PENNSYLVANIA
15511,Infinity CS,4200118,PENNSYLVANIA
15512,Commonwealth Charter Academy CS,4200119,PENNSYLVANIA
15513,Discovery CS,4200121,PENNSYLVANIA
15514,KIPP Philadelphia CS,4200122,PENNSYLVANIA
15515,Maritime Academy CS,4200123,PENNSYLVANIA
15516,Montessori Regional CS,4200124,PENNSYLVANIA
15517,Pennsylvania Distance Learning CS,4200125,PENNSYLVANIA
15518,Bear Creek Community CS,4200126,PENNSYLVANIA
15519,Pennsylvania Leadership CS,4200127,PENNSYLVANIA
15520,Achievement House CS,4200128,PENNSYLVANIA
15521,Ad Prima CS,4200129,PENNSYLVANIA
15522,Philadelphia Montessori CS,4200130,PENNSYLVANIA
15523,The New Academy CS,4200133,PENNSYLVANIA
15524,Propel CS-McKeesport,4200134,PENNSYLVANIA
15525,Propel CS-East,4200135,PENNSYLVANIA
15526,Tidioute Community CS,4200136,PENNSYLVANIA
15527,Young Scholars of Central PA CS,4200137,PENNSYLVANIA
15528,Northwood Academy CS,4200139,PENNSYLVANIA
15529,Agora Cyber CS,4200140,PENNSYLVANIA
15530,Folk Arts-Cultural Treasures CS,4200141,PENNSYLVANIA
15531,Lincoln Park Performing Arts CS,4200143,PENNSYLVANIA
15532,Mastery CS-Thomas Campus,4200144,PENNSYLVANIA
15533,Mastery CS-Shoemaker Campus,4200145,PENNSYLVANIA
15534,Evergreen Community CS,4200749,PENNSYLVANIA
15535,Philadelphia AVTS,4200750,PENNSYLVANIA
15536,City of Erie Regional Career and Technical School,4200751,PENNSYLVANIA
15537,Propel CS-Montour,4200752,PENNSYLVANIA
15538,Widener Partnership CS,4200753,PENNSYLVANIA
15539,Pittsburgh AVTS,4200754,PENNSYLVANIA
15540,Millersville University of PA,4200755,PENNSYLVANIA
15541,Southwest Leadership Academy CS,4200758,PENNSYLVANIA
15542,Boys' Latin of Philadelphia CS,4200760,PENNSYLVANIA
15543,Mastery CS-Pickett Campus,4200761,PENNSYLVANIA
15544,Keystone Academy CS,4200762,PENNSYLVANIA
15545,Pan American Academy CS,4200810,PENNSYLVANIA
15546,Environmental CS at Frick Park,4200812,PENNSYLVANIA
15547,Antonia Pantoja Community CS,4200813,PENNSYLVANIA
15548,Vida CS,4200814,PENNSYLVANIA
15549,Sankofa Freedom Academy CS,4200816,PENNSYLVANIA
15550,Franklin Towne Charter Elementary School,4200817,PENNSYLVANIA
15551,Seven Generations CS,4200818,PENNSYLVANIA
15552,Lincoln Leadership Academy CS,4200819,PENNSYLVANIA
15553,Tacony Academy CS,4200821,PENNSYLVANIA
15554,Central Valley SD,4200824,PENNSYLVANIA
15555,Daroff CS,4200827,PENNSYLVANIA
15556,Mastery CS-Harrity Campus,4200828,PENNSYLVANIA
15557,Mastery CS-Smedley Campus,4200829,PENNSYLVANIA
15558,Frederick Douglass Mastery CS,4200830,PENNSYLVANIA
15559,Mastery CS-Mann Campus,4200831,PENNSYLVANIA
15560,Lehigh Valley Dual Language CS,4200832,PENNSYLVANIA
15561,Propel CS-Braddock Hills,4200833,PENNSYLVANIA
15562,Bluford CS,4200834,PENNSYLVANIA
15563,ASPIRA Bilingual Cyber CS,4200835,PENNSYLVANIA
15564,Gettysburg Montessori CS,4200836,PENNSYLVANIA
15565,John B Stetson CS,4200839,PENNSYLVANIA
15566,Mastery CS-Clymer Elementary,4200840,PENNSYLVANIA
15567,Gillingham Charter School,4200841,PENNSYLVANIA
15568,Olney Charter High School,4200843,PENNSYLVANIA
15569,Stone Valley Community CS,4200844,PENNSYLVANIA
15570,Young Scholars of Western Pennsylvania CS,4200845,PENNSYLVANIA
15571,York Academy Regional CS,4200846,PENNSYLVANIA
15572,Urban Pathways K-5 College CS,4200847,PENNSYLVANIA
15573,Propel CS-Northside,4200849,PENNSYLVANIA
15574,Lindley Academy CS at Birney,4200850,PENNSYLVANIA
15575,Mastery CS-Gratz Campus,4200851,PENNSYLVANIA
15576,HOPE for Hyndman CS,4200852,PENNSYLVANIA
15577,Penn Hills CS of Entrepreneurship,4200853,PENNSYLVANIA
15578,Erie Rise Leadership Academy CS,4200854,PENNSYLVANIA
15579,Universal Vare CS,4200855,PENNSYLVANIA
15580,Universal Audenried CS,4200856,PENNSYLVANIA
15581,Chester Charter Scholars Academy CS,4200857,PENNSYLVANIA
