,LEA_NAME,LEAID,STATENAME
541,The Odyssey Preparatory Academy Inc. (90287),400800,ARIZONA
542,Skyline Gila River Schools LLC (90329),400801,ARIZONA
543,Imagine Avondale Middle Inc. (90162),400802,ARIZONA
544,CAFA Inc. dba Learning Foundation and Performing  (90327),400803,ARIZONA
545,Choice Academies Inc. (90138),400805,ARIZONA
546,Daisy Education Corporation dba. Sonoran Science A (90284),400807,ARIZONA
547,Imagine Superstition Middle Inc. (90160),400810,ARIZONA
548,Ombudsman Educational Services LTD a subsidiary  (90326),400811,ARIZONA
549,Camp Verde Unified School District dba South Verde (90136),400813,ARIZONA
550,CPLC Community Schools dba Hiaki High School (90331),400814,ARIZONA
551,Research Based Education Corporation (90275),400815,ARIZONA
552,Educational Options Foundation (90201),400816,ARIZONA
553,Ed Ahead (90506),400817,ARIZONA
554,BASIS Charter Schools Inc. (90508),400818,ARIZONA
555,Anthem Preparatory Academy (90532),400819,ARIZONA
556,Compass Points International Inc (90533),400820,ARIZONA
557,Pima Prevention Partnership (90536),400821,ARIZONA
558,Daisy Education Corporation dba. Sonoran Science A (90541),400822,ARIZONA
559,Kaizen Education Foundation dba Mission Heights Pr (90548),400823,ARIZONA
560,Leading Edge Academy Maricopa (90637),400824,ARIZONA
561,Arizona Education Solutions (90758),400827,ARIZONA
562,Arizona Agribusiness & Equine Center Inc. (90779),400828,ARIZONA
563,BASIS Charter Schools Inc. (90841),400829,ARIZONA
564,BASIS Charter Schools Inc. (90842),400830,ARIZONA
565,BASIS Charter Schools Inc. (90862),400831,ARIZONA
566,Archway Classical Academy Trivium West (90915),400832,ARIZONA
567,Archway Classical Academy Veritas (90916),400833,ARIZONA
568,Archway Classical Academy Chandler (90917),400834,ARIZONA
569,Yuma County Education Service Agency (79196),400835,ARIZONA
570,Arizona Supreme Court (9576),400836,ARIZONA
571,Apache County Sheriff's Office (79547),400837,ARIZONA
572,Arizona Agribusiness & Equine Center Inc. (91131),400838,ARIZONA
573,Pima Rose Academy Inc. (90997),400839,ARIZONA
574,Arlington Elementary District (4274),400840,ARIZONA
575,Archway Classical Academy Scottsdale (90857),400841,ARIZONA
576,Legacy Traditional School - Northwest Tucson (91137),400842,ARIZONA
577,BASIS Charter Schools Inc. (91280),400843,ARIZONA
578,La Tierra Community School Inc (90900),400844,ARIZONA
579,Leading Edge Academy Queen Creek  (91174),400845,ARIZONA
580,South Valley Academy Inc. (90540),400846,ARIZONA
581,Legacy Traditional School - Avondale (91135),400847,ARIZONA
582,EAGLE College Prep Harmony LLC (91170),400849,ARIZONA
583,Reid Traditional Schools' Painted Rock Academy Inc (91317),400850,ARIZONA
584,Trivium Preparatory Academy (90859),400851,ARIZONA
585,Kaizen Education Foundation dba Havasu Preparatory (90535),400852,ARIZONA
586,South Phoenix Academy Inc. (91108),400853,ARIZONA
587,Legacy Traditional School - Chandler (91133),400855,ARIZONA
588,ASU Preparatory Academy (91307),400857,ARIZONA
589,ASU Preparatory Academy (91303),400858,ARIZONA
590,ASU Preparatory Academy (91305),400859,ARIZONA
591,North Phoenix Preparatory Academy (90879),400861,ARIZONA
592,The Paideia Academies Inc (91250),400863,ARIZONA
593,Happy Valley East (90906),400864,ARIZONA
594,Archway Classical Academy Glendale (91878),400866,ARIZONA
595,Ball Charter Schools (Val Vista) (90885),400867,ARIZONA
596,Open Doors Community School Inc. (91238),400868,ARIZONA
597,Ash Creek Elementary District (4187),400870,ARIZONA
598,Legacy Traditional School - Laveen Village (91763),400871,ARIZONA
599,Institute for Transformative Education Inc. (90876),400872,ARIZONA
600,Archway Classical Academy North Phoenix (91758),400873,ARIZONA
601,Maryvale Preparatory Academy (90861),400875,ARIZONA
602,George Gervin Youth Center Inc. (90884),400876,ARIZONA
603,Empower College Prep (91277),400877,ARIZONA
604,BASIS Charter Schools Inc. (91309),400878,ARIZONA
605,Scottsdale Country Day School (91110),400879,ARIZONA
606,Southwest Leadership Academy (92043),400880,ARIZONA
607,BASIS Charter Schools Inc. (92349),400881,ARIZONA
608,Kaizen Education Foundation dba Advance U (91329),400882,ARIZONA
609,ASU Preparatory Academy (92327),400884,ARIZONA
610,Incito Schools (91326),400885,ARIZONA
611,Archway Classical Academy Cicero (92314),400886,ARIZONA
612,Vista College Preparatory Inc. (91948),400887,ARIZONA
613,Archway Classical Academy Arete (92312),400888,ARIZONA
614,ASU Preparatory Academy (92325),400890,ARIZONA
615,Academy of Mathematics and Science South Inc. (90878),400891,ARIZONA
616,Legacy Traditional School - Casa Grande (92199),400892,ARIZONA
617,Hirsch Academy A Challenge Foundation (91275),400893,ARIZONA
618,Kaizen Education Foundation dba Discover U Element (91328),400894,ARIZONA
619,Espiritu Community Development Corp. (92250),400895,ARIZONA
620,BASIS Charter Schools Inc. (91339),400897,ARIZONA
621,BASIS Charter Schools Inc. (91949),400898,ARIZONA
622,Legacy Traditional School - Gilbert (92047),400899,ARIZONA
623,Cicero Preparatory Academy (92316),400900,ARIZONA
624,The Farm at Mission Montessori Academy (91340),400902,ARIZONA
625,BASIS Charter Schools Inc. (92320),400903,ARIZONA
626,Edkey Inc. - Sequoia Pathway Academy (92226),400904,ARIZONA
627,BASIS Charter Schools Inc. (92318),400905,ARIZONA
628,StrengthBuilding Partners (91992),400907,ARIZONA
629,Madison Highland Prep (91935),400909,ARIZONA
630,Ash Fork Joint Unified District (4471),400910,ARIZONA
631,Heritage Academy Gateway Inc. (92519),400911,ARIZONA
632,EAGLE College Prep Mesa LLC. (91939),400912,ARIZONA
633,Arizona Autism Charter Schools Inc. (91958),400913,ARIZONA
634,Franklin Phonetic Primary School Inc. (92596),400914,ARIZONA
635,CASA Academy (91934),400915,ARIZONA
636,EAGLE College Prep Maryvale LLC (91938),400916,ARIZONA
637,Arizona Language Preparatory (92566),400918,ARIZONA
638,Lincoln Preparatory Academy (92657),400919,ARIZONA
639,Southwest Technical Education District of Yuma (ST (92705),400920,ARIZONA
640,Horizon Community Learning Center Inc. (92620),400921,ARIZONA
641,Desert Star Academy (92302),400922,ARIZONA
642,Western School of Science and Technology Inc. (91937),400924,ARIZONA
643,Archway Classical Academy Lincoln (92656),400925,ARIZONA
644,Heritage Academy Laveen Inc. (92520),400926,ARIZONA
645,Legacy Traditional School - Queen Creek (92610),400927,ARIZONA
646,Noah Webster Schools-Pima (92374),400929,ARIZONA
647,Roosevelt Preparatory Academy (92704),400930,ARIZONA
648,Legacy Traditional School - Surprise (92879),400933,ARIZONA
649,Self Development Academy-Phoenix (92381),400934,ARIZONA
650,BASIS Charter Schools Inc. (92865),400936,ARIZONA
651,BASIS Charter Schools Inc. (92863),400937,ARIZONA
652,Espiritu Schools (92902),400939,ARIZONA
653,Academy of Mathematics and Science Inc. (92768),400940,ARIZONA
654,BASIS Charter Schools Inc. (92734),400941,ARIZONA
655,Ethos Academy - A Challenge Foundation Academy (92379),400942,ARIZONA
656,BASIS Charter Schools Inc. (92736),400943,ARIZONA
657,Leman Academy of Excellence Inc. (92730),400944,ARIZONA
658,Pensar Academy (92972),400945,ARIZONA
659,ASU Preparatory Academy (346763),400946,ARIZONA
660,ASU Preparatory Academy - Casa Grande (92987),400947,ARIZONA
661,Legacy Traditional School - Glendale (850100),400948,ARIZONA
662,Painted Desert Montessori LLC (123733),400949,ARIZONA
663,Pathways In Education-Arizona Inc. (92983),400950,ARIZONA
664,Legacy Traditional School - Peoria (850099),400951,ARIZONA
665,Kaizen Education Foundation dba Colegio Petite Pho (92989),400952,ARIZONA
666,The Grande Innovation Academy (92978),400953,ARIZONA
667,Legacy Traditional School - North Chandler (850101),400954,ARIZONA
668,Estrella Educational Foundation (92988),400955,ARIZONA
669,ASU Preparatory Academy (92716),400956,ARIZONA
670,BASIS Charter Schools Inc. (92997),400958,ARIZONA
671,Legacy Traditional School - Phoenix (873957),400959,ARIZONA
672,Avondale Elementary District (4272),400960,ARIZONA
673,BASIS Charter Schools Inc. (549803),400961,ARIZONA
674,Legacy Traditional School - East Mesa (834265),400962,ARIZONA
675,BASIS Charter Schools Inc. (273398),400963,ARIZONA
676,Synergy Public School Inc. (92981),400964,ARIZONA
677,ASU Preparatory Academy Digital (522074),400965,ARIZONA
678,Highland Prep (92982),400966,ARIZONA
679,BASIS Charter Schools Inc. (934316),400967,ARIZONA
680,Victory Collegiate Academy Corporation (92985),400968,ARIZONA
681,Arizona Agribusiness & Equine Center INC. (134379),400969,ARIZONA
682,AIBT Non-Profit Charter High School Inc. (449790),400970,ARIZONA
683,Yavapai County Education Service Agency (79194),400972,ARIZONA
684,Cochise County School Superintendent (79188),400973,ARIZONA
685,Phoenix International Academy (903484),400975,ARIZONA
686,Think Through Academy (92976),400976,ARIZONA
687,Arizona Language Schools (395879),400977,ARIZONA
688,Edison Project (743644),400978,ARIZONA
689,BASIS Charter Schools Inc. (783027),400980,ARIZONA
690,Science Technology Engineering and Math Arizona (1000050),400981,ARIZONA
691,Navajo County Sheriff's Office (79520),400982,ARIZONA
692,Yavapai County Sheriff's Office (79492),400983,ARIZONA
693,Cochise County Sheriff's Office (79546),400984,ARIZONA
694,Pinal County Detention Education Center (79516),400985,ARIZONA
695,Maricopa County Detention Education Center (1000313),400986,ARIZONA
696,Somerset Academy Arizona Inc. (1000160),400987,ARIZONA
697,Valor Preparatory Academy LLC (1000291),400988,ARIZONA
698,ARCHES Academy (92980),400989,ARIZONA
699,New Learning Ventures Inc. (320470),400990,ARIZONA
700,Legacy Traditional School - Goodyear (1000283),400991,ARIZONA
701,Kaleidoscope School (1000164),400992,ARIZONA
702,New Horizon High School Inc. (1000165),400993,ARIZONA
703,Self Development Eastmark Academy (520359),400994,ARIZONA
704,Self Development Scottsdale Academy (308420),400995,ARIZONA
705,Legacy Traditional School - West Surprise (1000560),400996,ARIZONA
706,Legacy Traditional School - North Phoenix (1000568),400997,ARIZONA
707,A+ Charter Schools (1000166),400998,ARIZONA
708,Freedom Preparatory Academy (1000979),400999,ARIZONA
709,Bagdad Unified District (4468),401000,ARIZONA
710,Scholars Academy Sunnyslope (1000377),401002,ARIZONA
711,Morrison Education Group Inc. (1001157),401003,ARIZONA
712,Candeo Schools Inc. (1001161),401004,ARIZONA
713,American Charter Schools Foundation dba Ridgeview  (1001346),401005,ARIZONA
714,Legacy Traditional School - Mesa (1001397),401006,ARIZONA
715,Legacy Traditional School - Deer Valley (1001398),401007,ARIZONA
716,Legacy Traditional School - East Tucson (1001399),401008,ARIZONA
717,Glen Canyon Outdoor Academy (1001519),401009,ARIZONA
718,Liberty Leadership Academy (1001520),401010,ARIZONA
719,Madison Highland Prep Phoenix (1001521),401011,ARIZONA
720,Colearn Academy Arizona (1001669),401012,ARIZONA
721,Online School of Arizona (1001719),401013,ARIZONA
722,Copper State Academy (1001671),401014,ARIZONA
723,Cochise County Accommodation School District (1001687),401015,ARIZONA
724,SLAM Arizona Inc. (1001859),401016,ARIZONA
725,Balsz Elementary District (4268),401050,ARIZONA
726,Beaver Creek Elementary District (4481),401080,ARIZONA
727,Bicentennial Union High School District (4515),401160,ARIZONA
728,Bisbee Unified District (4169),401180,ARIZONA
729,Blue Elementary District (4231),401230,ARIZONA
730,Bonita Elementary District (4224),401260,ARIZONA
731,Bouse Elementary District (4513),401290,ARIZONA
732,Bowie Unified District (4171),401330,ARIZONA
733,Buckeye Elementary District (4269),401380,ARIZONA
734,Buckeye Union High School District (4284),401410,ARIZONA
735,Sierra Vista Unified District (4175),401460,ARIZONA
736,Bullhead City School District (4378),401500,ARIZONA
737,Camp Verde Unified District (4470),401600,ARIZONA
738,Canon Elementary District (4484),401650,ARIZONA
739,Cartwright Elementary District (4282),401680,ARIZONA
740,Casa Grande Elementary District (4446),401710,ARIZONA
741,Casa Grande Union High School District (4453),401740,ARIZONA
742,Catalina Foothills Unified District (4410),401760,ARIZONA
743,Cedar Unified District (4395),401810,ARIZONA
744,Champie Elementary District (4477),401830,ARIZONA
745,Chandler Unified District #80 (4242),401870,ARIZONA
746,Chevelon Butte School District (4198),401920,ARIZONA
747,Chinle Unified District (4158),401940,ARIZONA
748,Cochise Elementary District (4177),402130,ARIZONA
749,Concho Elementary District (4160),402190,ARIZONA
750,Congress Elementary District (4479),402220,ARIZONA
751,Continental Elementary District (4416),402250,ARIZONA
752,Coolidge Unified District (4442),402320,ARIZONA
753,Cottonwood-Oak Creek Elementary District (4487),402370,ARIZONA
754,Crane Elementary District (4501),402400,ARIZONA
755,Creighton Elementary District (4263),402430,ARIZONA
756,Crown King Elementary District (4483),402460,ARIZONA
757,Graham County Special Services (4217),402480,ARIZONA
758,Double Adobe Elementary District (4179),402490,ARIZONA
759,Douglas Unified District (4174),402530,ARIZONA
760,Duncan Unified District (4228),402600,ARIZONA
761,Dysart Unified District (4243),402690,ARIZONA
762,Mary C O'Brien Accommodation District (4435),402740,ARIZONA
763,Elfrida Elementary District (4185),402760,ARIZONA
764,Eloy Elementary District (4448),402790,ARIZONA
765,Empire Elementary District (4415),402820,ARIZONA
766,Flagstaff Unified District (4192),402860,ARIZONA
767,Florence Unified School District (4437),402920,ARIZONA
768,Flowing Wells Unified District (4405),403010,ARIZONA
769,Fountain Hills Unified District (4247),403040,ARIZONA
770,Fowler Elementary District (4273),403060,ARIZONA
771,Fredonia-Moccasin Unified District (4195),403080,ARIZONA
772,Fort Huachuca Accommodation District (4167),403150,ARIZONA
773,Fort Thomas Unified District (4221),403200,ARIZONA
774,Gadsden Elementary District (4505),403240,ARIZONA
775,Ganado Unified School District (4157),403290,ARIZONA
776,Gila Bend Unified District (4238),403310,ARIZONA
777,Gilbert Unified District (4239),403400,ARIZONA
778,Glendale Elementary District (4271),403420,ARIZONA
779,Glendale Union High School District (4285),403450,ARIZONA
780,Globe Unified District (4208),403500,ARIZONA
781,Grand Canyon Unified District (4194),403550,ARIZONA
782,Hackberry School District (4371),403660,ARIZONA
783,Hayden-Winkelman Unified District (4212),403730,ARIZONA
784,Higley Unified School District (4248),403780,ARIZONA
785,Holbrook Unified District (4389),403820,ARIZONA
786,Maricopa County Regional School District (4234),403860,ARIZONA
787,Humboldt Unified District (4469),403870,ARIZONA
788,Hyder Elementary District (4502),403900,ARIZONA
789,Baboquivari Unified School District #40 (4412),403950,ARIZONA
790,Isaac Elementary District (4259),403960,ARIZONA
791,J O Combs Unified School District (4445),403990,ARIZONA
792,Joseph City Unified District (4388),404010,ARIZONA
793,Kayenta Unified School District #27 (4396),404060,ARIZONA
794,Kirkland Elementary District (4480),404170,ARIZONA
795,Klondyke Elementary District (4223),404200,ARIZONA
796,Kyrene Elementary District (4267),404230,ARIZONA
797,Lake Havasu Unified District (4368),404280,ARIZONA
798,Laveen Elementary District (4276),404290,ARIZONA
799,Liberty Elementary District (4266),404320,ARIZONA
800,Litchfield Elementary District (4281),404380,ARIZONA
801,Littlefield Unified District (4374),404410,ARIZONA
802,Littleton Elementary District (4278),404440,ARIZONA
803,Madison Elementary District (4270),404500,ARIZONA
804,Maine Consolidated School District (4199),404530,ARIZONA
805,Mammoth-San Manuel Unified District (4439),404570,ARIZONA
806,Marana Unified District (4404),404630,ARIZONA
807,Maricopa Unified School District (4441),404720,ARIZONA
808,Altar Valley Elementary District (4418),404770,ARIZONA
809,Mayer Unified School District (4473),404820,ARIZONA
810,Mcnary Elementary District (4163),404860,ARIZONA
811,McNeal Elementary District (4181),404920,ARIZONA
812,Mesa Unified District (4235),404970,ARIZONA
813,Miami Unified District (4211),405030,ARIZONA
814,Mingus Union High School District (4488),405070,ARIZONA
815,Mobile Elementary District (4253),405100,ARIZONA
816,Mohave Valley Elementary District (4379),405190,ARIZONA
817,Mohawk Valley Elementary District (4503),405220,ARIZONA
818,Morenci Unified District (4230),405320,ARIZONA
819,Morristown Elementary District (4251),405340,ARIZONA
820,Pima County Accommodation School District (4401),405360,ARIZONA
821,Murphy Elementary District (4265),405400,ARIZONA
822,Naco Elementary District (4176),405430,ARIZONA
823,Nadaburg Unified School District (4252),405460,ARIZONA
824,Navajo County Accommodation District #99 (4386),405500,ARIZONA
825,Nogales Unified District (4457),405530,ARIZONA
826,Oracle Elementary District (4444),405640,ARIZONA
827,Osborn Elementary District (4262),405670,ARIZONA
828,Owens School District No.6 (4373),405730,ARIZONA
829,Tonto Basin Elementary District (4215),405760,ARIZONA
830,Page Unified School District #8  (4196),405820,ARIZONA
831,Palo Verde Elementary District (4275),405850,ARIZONA
832,Palominas Elementary School District 49 (4180),405880,ARIZONA
833,Paradise Valley Unified District (4241),405930,ARIZONA
834,Parker Unified School District (4510),405980,ARIZONA
835,Patagonia Elementary District (4460),406000,ARIZONA
